runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14
639,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
671,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
620,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,10,10
600,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
38,0,2000,1250,1,-360,-330,-360,-330,50,80,60,80,0,0
928,0,2000,1250,0.01,-360,-336,-360,-330,50,70,50,80,30,0
575,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
589,0,2000,723,0.01,50,100,30,70,50,30,40,20,0,0
682,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
715,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
689,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-90
692,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,-20,10
692,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
807,0,2000,1250,0.01,-360,-330,-360,-330,100,40,70,40,0,0
694,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,30,-20
88,0,2000,1250,1,-360,-330,-360,-330,50,80,60,80,0,0
744,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,30000,0
642,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1500,20
576,0,2000,1100,0.01,-354,-330,-360,-330,50,70,50,80,30,-20
754,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,15,-30
613,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,10,15
748,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
700,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,30,20
571,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
195,0,600,1250,0.01,-360,-330,-360,-330,55,80,60,80,15,0
881,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
805,0,2000,1250,0.01,-360,-330,-360,-330,55,80,60,80,15000,2000
693,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,-10,0
676,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
719,0,2000,900,0.01,-360,-330,-360,-330,55,80,50,80,25,-25
769,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,-10,-10
653,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-360,-330
682,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
652,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
752,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-30
769,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
692,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
628,0,2000,600,0.01,-360,-324,-360,-340,50,80,60,80,70,20
642,0,2000,1250,0.01,-366,-330,-360,-340,50,80,60,80,0,30
570,0,2000,1000,0.01,-260,-235,-600,-595,60,78,27,30,20000,0
656,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
688,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
711,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,20,25
837,0,2000,1200,0.01,-360,-330,-360,-330,50,70,40,70,40,-40
643,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,0,15
752,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,0
634,0,2000,1250,0.01,-12,-12,-10,-10,10,10,10,10,15,5
753,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-100
640,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,2,3
449,0,1100,1250,0.01,-360,-330,-360,-330,-300,-275,-360,-330,30,-20
611,0,2000,500,0.01,-360,-330,-360,-330,50,80,50,70,0,0
699,0,2000,1750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
679,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
773,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
669,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
665,0,2000,1250,0.01,-360,-330,-360,-330,54,80,46,80,0,0
621,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
735,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,20
681,0,2000,1250,0.01,-360,-336,-360,-340,30,50,50,70,0,0
589,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
602,0,2000,600,0.01,-360,-324,-360,-340,50,80,60,80,30,-20
608,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,0,-10
632,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
632,0,2000,1250,0.01,-360,-330,-360,-330,54,80,50,80,30,-30
685,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,35,15
597,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,15
703,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-10,20
598,0,2000,1250,0.01,-400,-350,-360,-330,55,80,50,80,20,-20
732,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,-50
599,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
740,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,70,30,0
918,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
704,0,2000,1250,0.01,-360,-330,-360,-330,60,85,60,80,17500,30000
607,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
704,0,2000,1100,0.01,-360,-330,-360,-330,50,80,55,80,0,30
776,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,16.628,0
683,0,2000,300,0.01,-360,-330,-360,-330,50,80,60,80,30,20
587,0,2000,800,0.01,-360,-324,-360,-340,50,80,50,70,30,0.143
653,0,2000,800,0.01,-360,-330,-360,-330,50,80,50,70,0,0
757,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,40,-30
689,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,10
867,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,20,15
743,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-20000,-500
607,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,15,-3
602,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
601,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
601,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
604,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
589,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
698,0,2000,1550,0.01,-360,-330,-360,-330,50,80,60,80,0,0
668,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,12,-2
722,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
652,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
692,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
568,0,2000,500,0.01,-235.9183667,-235,-600,-595,-102.5855,78,27,30,20,0
425,200,1500,300,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
753,0,2000,1250,0.01,-360,-330,-360,-330,60,80,50,80,30,20
782,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,-60
731,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,30,10
708,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,10,0
632,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,30,20
667,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,30,40
706,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,100
667,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
643,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
695,0,2000,800,0.01,-360,-330,-360,-330,55,80,60,80,20,0
656,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,100
607,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-30,20
596,0,2000,800,0.01,-360,-324,-360,-340,50,80,50,70,30,0.143
750,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
620,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
616,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,15,0
689,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,30,-20
552,300,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,30,20
616,0,2000,750,0.01,-360,-330,-360,-330,55,80,50,80,30,-30
901,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
816,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
1092,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
615,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,15000,2000
604,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
594,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,15,3
565,0,2000,700,0.01,-260,-235,-600,-595,60,78,27,30,20,0
655,0,2000,1250,0.01,-400,-330,-400,-330,50,80,50,70,0,0
648,0,2000,1100,0.01,-360,-330,-360,-330,55,80,50,80,20,-10
691,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
810,0,2000,1250,0.01,-360,-330,-360,-330,50,80,100,120,0,0
644,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
782,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,10,-10
556,300,2000,300,0.01,-360,-330,-360,-330,50,80,60,80,30,20
626,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1000,0
691,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,80,-80
592,0,2000,1250,0.01,-312,-300,-310,-300,50,60,50,60,30,-10
809,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,0
630,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,90,30
643,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,30,30
608,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,30,-20
602,0,2000,1500,0.01,-360,-330,-360,-330,50,80,50,70,0,0
