runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12
6,0.1,0.2,0,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.38,0,-0.1,0.5,0,0
6,0.05,0.2,0.1,0,-0.05,0.5,0.2,0,0.0005,0.8,0.1,0
5,0.03,0.21,0.19,0,0.01,0.33,0.3,0,0.03,0.45,0.19,0
4,0.04,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.01,0.12,0.2,0,-0.01,0.55,0.32,0,0.1,0.55,0.05,0
5,0.1,0,0.5,0,0.1,0.3,0.2,0,0.1,0.8,0.4,0
5,0.1,0.25,0.1,0,-0.1,0.49,0.21,0,-0.1,0.65,0.14,0
7,0.1,0.3,0.08,0,-0.1,0.7,0.5,0,0.1,-0.05,0.5,0
6,0.1,0.22,0.12,0,0.1,-0.08,0.6,0,0.1,0.96,0.2,0
5,-0.1,0.25,0.55,0,-0.1,0.4,0.4,0,0.1,0.5,0.25,0
7,0.05,0.2,0.2,0,-0.05,0.55,0.2,0,0,0.8,0.1,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,-0.1,0.61,0.01,0,-0.1,0.4,0.32,0,0.1,0.29,0.06,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.1,0.26,0.1,0,-0.1,0.44,0.38,0,0.1,0.92,0.05,0
4,0.1,0.22,0.01,0,-0.1,0.5,0.3,0,0.1,0.8,0.1,0
7,0.1,0.2,0,0,-0.1,0.4,0.4,0,0.1,0.6,0.5,0
7,-0.041,0.2,0.56,0,-0.01,0.41,0.05,0,0.031,0.7,0.48,0
6,0.1,0.29,0.1,0,-0.1,0.41,0.23,0,0.1,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.25,0.05,0,-0.1,0.43,0.3,0,0.1,0.9,0.3,0
6,0.1,0.2,0.1,0,-0.1,0.35,0.3,0,-0.1,0.5,0.2,0
6,-0.1,0.2,0.1,0,-0.1,0.4,0.4,0,0.1,0.4,0.2,0
5,0.1,0.27,0.01,0,-0.1,0.5,0.1,0,0.1,0.8,0.4,0
5,0.1,0.2,0.2,0,-0.1,0.5,0.2,0,0.1,0.6,0.4,0
6,0.1,0.25,0,0,-0.1,0.4,0.33,0,0.1,0.97,0,0
5,0.1,0.25,0.1,0,-0.1,0.5,0.35,0,0.1,0.8,0.1,0
6,0.1,0.18,0.04,0,0.1,-0.09,0.51,0,0.1,0.66,0.55,0
6,0.1,0.3,0.1,0,-0.1,0.7,0.1,0,0.1,0.8,0.5,0
5,0.1,0.27,0.16,0,-0.1,0.45,0.31,0,-0.1,0.58,0.01,0
4,0.1,0.876,0.2,0,-0.1,0.2,0.11,0,0.1,-0.1,0.5,0
4,0.1,0.25,0,0,-0.1,0.5,0.1,0,0.1,0.8,0.6,0
5,0.1,0.3,0.11,0,-0.1,0.525,0.21,0,0.1,0.928,0.315,0
3,-0.1,0.43,0.55,0,0.1,0.35,0.18,0,-0.1,0.42,0.38,0
4,0,0.2,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
4,-0.06,0.2,0.4,0,-0.1,0.4,0.4,0,0.1,0.5,0.2,0
5,0.1,0.3,0.1,0,0.1,0.5,0.2,0,-0.1,0.6,0.2,0
6,0.01,-0.08,0.45,0,-0.05,0.5,0.56,0,0.1,0.8,0.41,0
5,0.1,0.31,0.01,0,-0.1,0.55,0.01,0,0.1,0.81,0.51,0
4,-0.1,-0.12,0.35,0,-0.1,1,0.3,0,-0.1,0.55,0.82,0
6,0.03,0.25,0.25,0,0.05,0.5,0.2,0,0.018,0.8,0.2,0
5,0.1,0.25,0.035,0,-0.1,0.45,0.135,0,0.1,0.765,0.54,0
9,0.04,0.2,0.1,0,-0.0365,0.5,0.2,0,0.0185,0.8,0.1,0
4,0.1,-0.2,0,0,-0.1,0.4,0.3,0,0.1,1,0.6,0
6,0.05,0.34,0.31,0,-0.05,0.41,0.41,0,0.01,0.7,0.5,0
5,-0.1,0.2,0.1,0,-0.1,0.3,0.1,0,0.1,0.5,0.2,0
6,0.02,0.1,0.03,0,0.02,0.5,0.55,0,-0.02,0.75,0.2,0
6,0.1,0.1,0.03,0,-0.1,0.5,0.2,0,0.1,0.3,0.55,0
6,0.1,0.25,0.17,0,-0.1,0.32,0.38,0,-0.1,0.97,0.34,0
8,0.1,0.2,0.1,0,-0.1,0.24,0.42,0,-0.1,0.82,0.05,0
5,-0.1,0.35,0.35,0,-0.1,0,0.43,0,0.1,-0.16,0.5,0
4,-0.1,-0.2,0.1,0,-0.1,0.47,0.4,0,-0.1,0.5,0.2,0
5,0.1,0.3,0.1,0,0.1,0.5,0.2,0,-0.1,0.6,0.4,0
5,0.1,0.35,0.2,0,0,0.88,0.45,0,0.1,-0.19,0.5,0
5,0.1,0.06,0,0,-0.0945,-0.072,0.3,0,-0.08,0.728,0.29,0
5,0.1,0.39,0.55,0,-0.1,0.64,0.18,0,-0.1,0.19,0.52,0
5,0.05,0.2,0.1,0,-0.05,0.45,0.45,0,0,0.8,0.1,0
4,0.1,0.21,0.11,0,-0.1,0.48,0.34,0,0.1,0.72,0.23,0
5,0.05,0.2,0.1,0,-0.08,0.5,0.2,0,0.07,0.9,0.5,0
5,0.1,0.3,0.105,0,-0.1,0.47,0.201,0,0.05,0.9,0.13,0
5,-0.1,0.15,0.45,0,-0.1,0.35,0.35,0,-0.1,0.55,0.45,0
5,0.1,0.2,0.035,0,-0.1,0.35,0.35,0,-0.1,0.5,0.08,0
6,0.04,0.2,0.1,0,-0.04,0.5,0.2,0,0.015,0.8,0.1,0
6,0.01,0.15,0.01,0,-0.01,0.45,0.05,0,0.05,0.85,0.48,0
6,0.05,0.2,0.1,0,-0.08,0.5,0.2,0,0.05,0.8,0.1,0.8
5,0.1,0.15,0.01,0,-0.1,0.8,0.5,0,-0.1,0.4,0.1,0
5,-0.065,0,0.4,0,0.065,0.6,0.6,0,-0.1,0.6,0.01,0
4,0.03,0.2,0.2,0,-0.0297,0.5,0.2,0,0.03,0.5,0.5,0
7,0.01,0.12,0.2,0,-0.02,0.58,0.38,0,0.1,0.55,0.05,0
6,0.1,0.29,0.13,0,-0.1,0.414,0.073,0,0.1,0.89,0.279,0
5,0.1,0.3,0.18,0,0.1,-0.02,0.55,0,0.1,0.77,0.5,0
5,-0.1,0.45,0.33,0,-0.1,0.55,0.21,0,-0.1,0.25,0.5,0
6,0.02,0.26,0.2,0,-0.04,0.42,0.32,0,0.05,0.5,0.24,0
7,-0.1,0.1,0.45,0,-0.1,0.51,0.1,0,0.1,0.9,0.54,0
5,0.1,0.2,0.1,0,-0.1,0.27,0.48,0,-0.1,0.5,0.2,0
7,-0.046,0.2,0.56,0,0.02,0.41,0.05,0,0.044,0.6,0.45,0
7,0.01,0.12,0.2,0,-0.1,0.56,0.16,0,0.01,0.58,0.43,0
5,0.036,0.2,0.1,0,-0.023,0.4,0.3,0,0.035,0.8,0.3,0
5,0.1,0.32,0.12,0,-0.1,0.5,0.13,0,0.1,0.99,0.15,0
7,0.1,0.28,0.029,0,-0.1,0.49,0.33,0,-0.1,0.61,0.011,0
4,0.1,0.35,0.1,0,-0.1,0.57,0.08,0,0.1,0.9,0.1,0
5,0.02,0.1,0.01,0,0.02,0.48,0.5,0,-0.02,0.7,0.14,0
6,0.022,0.18,0.21,0,-0.025,0.45,0.38,0,0.037,0.88,0.53,0
6,0.1,0.2,0.1,0,0.1,0,0.5,0,0.1,0.8,0.1,0
7,0.1,0.26,0.1,0,-0.1,0.49,0.35,0,0.1,0.87,0.03,0
5,-0.1,-0.1,0.2,0,-0.1,0.45,0.2,0,-0.1,0.6,0.1,0
5,0.026,0.25,0.27,0,0.04,0.9,0.2,0,-0.06,0.6,0,0
5,-0.1,0.3,0.55,0,0.1,0.5,0.6,0,-0.1,0.5,0,0
7,0.1,0.3,0.07,0,-0.1,0.58,0,0,0.1,0.9,0.3,0
6,0.055,0.2,0.15,0,-0.07,0.4,0.15,0,0.05,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.3,0.3,0,-0.1,0.6,0.2,0
4,0.1,0.3,0.1,0,-0.1,0.6,0.2,0,-0.1,1,0.1,0
4,0.1,0.2,0.08,0,-0.1,0.42,0.2,0,-0.1,0.4,0.42,0
4,0.1,0.32,0.18,0,-0.1,0.58,0,0,0,0.85,0,0
6,0.1,0.2,0.1,0,0.1,0,0.5,0,0.1,1,0.2,0
5,0.06,0.19,0.09,0,0.02,0.35,0.21,0,-0.1,0.63,0.32,0
6,0.1,0.3,0.05,0,-0.1,0.49,0.34,0,-0.1,0.85,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.6,0,0.1,0.9,0.9,0
5,0.1,0.34,0.02,0,-0.1,0.4,0.35,0,0.1,0.95,0.1,0
7,-0.1,0.2,0.4,0,-0.1,0.5,0.35,0,0.1,0.5,0.5,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.25,0.05,0,-0.1,0.43,0.4,0,0.1,0.96,0.45,0
5,0.1,-0.18,0.3,0,-0.1,0.2,0.58,0,0.1,0.7,0.56,0
5,0.1,0.27,0.1,0,-0.1,0.36,0.35,0,-0.1,0.96,0.08,0
5,0.1,0.2,0.28,0,-0.1,0.5,0.1,0,0.1,0.5,0.43,0
3,0.1,0.35,0.1,0,-0.1,0.4,0.35,0,0.1,0.4,0.05,0
6,0.03,0.2,0.2,0,-0.02,0.5,0.2,0,0.01,0.6,0.4,0
3,-0.1,0.43,0.55,0,0.1,0.37,0.17,0,0.1,0.82,0.38,0
6,0.1,0.9,0.5,0,-0.1,0.5,0.09,0,0.1,0.2,0.09,0
6,0.1,0.29,0.13,0,-0.1,0.43,0.07,0,0.1,0.89,0.29,0
4,0.1,0.25,0.1,0,-0.1,0.4,0.2,0,-0.1,0.52,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.4,0,0.1,0.9,0.3,0
5,0.1,0.2,0.05,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
8,0.1,0.27,0.03,0,-0.1,0.4,0.34,0,-0.1,0.92,0.03,0
3,0.1,0.4,0.1,0,-0.1,0.55,0.38,0,0.1,0.45,0.05,0
4,0.1,0.47,0.55,0,-0.1,0.69,0.23,0,-0.1,0.15,0.49,0
6,0.04,0.2,0.2,0,-0.03,0.3,0.15,0,0.04,0.6,0.52,0
5,0.1,0.3,0.1,0,-0.1,0.4,0.35,0,0.1,0.8,0.185,0
5,0.03,0.2,0.2,0,-0.0296,0.5,0.28,0,0.0303,0.5,0.5,0
5,0.1,0.25,0.1,0,-0.1,0.34,0.3,0,0.1,0.98,0.25,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,-0.1,-0.12,0.35,0,-0.1,1,0.35,0,-0.1,0.65,0.15,0
5,0.02,0.2,0.1,0,0.04,0.3,0.3,0,-0.1,0.35,0.1,0
5,0.041,0.13,0.17,0,-0.08,0.34,0.23,0,0.065,0.49,0.13,0
7,0.07,0.27,0.12,0,-0.07,0.6,0.15,0,0.1,0.65,0.54,0
6,0.1,0.28,0.21,0,-0.1,0.46,0.29,0,-0.1,0.57,0.16,0
4,0.09,0.2,0.3,0,-0.09,0.4887,0.3,0,0.1,0.8,0.2,0
5,0.04,0.2,0.2,0,-0.024,0.4,0.38,0,0.03,0.8,0.52,0
6,-0.1,0.2,0.4,0,-0.1,0.75,0.5,0,-0.1,0.6,0,0
4,0.1,0.39,0.55,0,-0.1,0.65,0.18,0,-0.1,0.22,0.52,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.7,0.5,0
4,0.1,0.25,0,0,-0.1,0.4,0.3,0,-0.1,1,0,0
5,-0.1,0,0.35,0,-0.1,0.45,0.32,0,-0.1,0.45,0.03,0
5,0.1,0.3,0.2,0,-0.1,0.5,0.35,0,-0.1,0.56,0.001,0
6,0.1,0.23,0.17,0,-0.1,0.25,0.15,0,0.1,0.9,0.5,0
4,0.1,-0.1,0,0,0.1,0.1,0,0,-0.1,0.23,0.43,0
7,0.01,0.12,0.2,0,-0.04,0.58,0.38,0,0.06,0.55,0.05,0
5,0.1,0.3,0.2,0,-0.1,0.4,0.2,0,0.1,0.98,0.5,0
7,0.01,0.12,0.2,0,-0.035,0.56,0.36,0,-0.02,0.6,0.075,0
4,0.1,0.29,0.21,0,-0.1,0.36,0.23,0,0.1,0.8,0.2,0
4,0.03,0.15,0.1,0,-0.05,0.5,0.05,0,0.03,0.7,0.5,0
5,0.1,0.27,0.16,0,-0.1,0.45,0.23,0,0,0.8,0.1,0
7,0.1,-0.18,0.6,0,0.1,0.28,0.18,0,-0.1,0.5,0.38,0
4,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.1,0.8,0.2,0
6,-0.1,-0.05,0.3,0,0.1,0.2,0.3,0,0.1,0.6,0.4,0
6,0.1,0.3,0.07,0,-0.1,0.5,0.3,0,-0.1,0.8,0,0
5,0.041,0.13,0.11,0,-0.05,0.31,0.23,0,0.063,0.44,0.11,0
5,0.1,0.19,0,0,-0.1,0.45,0.27,0,-0.1,0.45,0.2,0
7,0.031,0.11,0.11,0,-0.052,0.29,0.21,0,0.033,0.53,0.23,0
5,0.1,0.77,0.5,0,-0.1,-0.01,0.42,0,0.1,-0.11,0.5,0
6,0.1,-0.1,0.5,0,-0.1,0.5,0.2,0,0.1,0.9,0.3,0
3,0.1,0.04,0,0,0,0.5,0.2,0,0,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,-0.03,0.8,0.1,0
6,0.03501,0.2,0.1,0,-0.0399,0.5,0.2,0,0.03,0.8,0.1,0
6,-0.1,0.2,0.4,0,-0.1,0.34,0.5,0,-0.1,0.7,0,0
5,0.1,0.24,0.08,0,-0.1,0.5,0.3,0,-0.1,0.49,0.1,0
5,0.1,0.27,0.1,0,-0.1,0.35,0.35,0,-0.1,0.96,0.08,0
7,0.01,-0.05,0.59,0,-0.05,0.4,0.48,0,0.1,0.8,0.25,0
5,0.02,0.2,0.1,0,0.04,0.3,0.2,0,-0.1,0.4,0.1,0
5,0.1,0.21,0.18,0,0.1,-0.07,0.52,0,-0.1,0.51,0.22,0
5,-0.1,-0.19,0.35,0,-0.03,0.45,0.35,0,-0.1,0.6,0.05,0
5,0.1,0.3,0.05,0,-0.1,0.5,0.35,0,0.1,0.8,0.1,0
6,-0.1,0.2,0.05,0,-0.1,0.5,0.2,0,0.1,0.65,0.4,0
7,0.1,0.32,0.13,0,-0.1,0.52,0.13,0,0.1,0.99,0.15,0
5,0.1,0.27,0.16,0,0.1,0.45,0.31,0,0.1,0.55,0.01,0
6,0.05,0.2,0.1,0,-0.1,0.5,0.2,0,-0.05,0.8,0.1,0
5,0.1,0.35,0.2,0,0.1,0.92,0.5,0,0.1,-0.19,0.5,0
3,0.1,0.35,0.1,0,-0.1,0.51,0.35,0,-0.1,0.4,0.05,0
4,-0.1,0.2,0.45,0,-0.1,0.35,0.35,0,-0.1,0.35,0.45,0
6,0.1,-0.17,0.22,0,-0.1,0.24,0.13,0,0.1,0.85,0.24,0
6,0.04,0.2,0.2,0,-0.03,0.3,0.2,0,0.04,0.6,0.52,0
4,0.1,0.35,0.1,0,-0.1,0.77,0.2,0,0.1,0.8,0.45,0
5,0.1,0.08,0,0,0,0.5,0.2,0,0,0.8,0.1,0
6,0.1,-0.1,0.6,0,0.1,0.34,0.17,0,0.1,0.65,0.6,0
5,0.1,0.25,0.03,0,-0.1,0.37,0.03,0,0.1,0.9,0.4,0
6,0.057,0.2,0.1,0,-0.054,0.35,0.15,0,0.0145,0.75,0.3,0
5,0.07,0.2,0.1,0,-0.1,0.5,0.2,0,0.03,0.8,0.1,0
6,0.045,0.2,0.2,0,-0.045,0.3,0.35,0,0.03,0.8,0.35,0
4,0.1,0.3,0.1,0,-0.1,0.4,0.5,0,0.08,0.4,0.1,0
4,0.1,0.28,0.01,0,-0.1,0.5,0.2,0,0.1,0.8,0.06,0
7,0.1,0.23,0.05,0,-0.1,0.25,0.32,0,0.1,0.27,0.05,0
6,-0.04,0,0.45,0,0.07,0.7,0.5,0,-0.1,0.57,0.01,0
6,0.1,0.3,0.2,0,-0.06,0.4,0.3,0,-0.05,0.5,0.2,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.6,0.1,0
6,0.04,0.2,0.2,0,-0.05,0.5,0.2,0,0.05,0.8,0.1,0
4,0.1,0.2,0.1,0,0.1,-0.13,0.48,0,0.1,0.86,0.2,0
5,0.1,0.3,0.21,0,0.1,-1.5,0.59,0,-0.1,0.47,0.375,0
5,0.1,0.2,0.1,0,-0.1,0.29,0.21,0,0.1,0.9,0.5,0
6,0.04,0.26,0.2,0,-0.04,0.42,0.32,0,-0.05,0.5,0.18,0
6,0.1,0.2,0.1,0,-0.1,0.35,0.3,0,-0.1,0.6,0.2,0
6,0.1,0.2,0.1,0,-0.1,0.4,0.2,0,0.1,0.8,0.1,0
7,-0.1,0.2,0.55,0,-0.1,0.4,0.2,0,0.1,1,0,0
5,0.1,0.29,0.13,0,-0.1,0.43,0.07,0,0.1,0.9,0.3,0
6,-0.1,0.4,0.55,0,0.1,0.65,0.4,0,-0.1,0.5,0,0
4,0.1,0.06,0,0,-0.1,-0.07,0.3,0,0,0.8,0.1,0
4,0.05,0.2,0.1,0,-0.04,0.5,0.2,0,0.01,0.8,0.1,0
5,0.1,0.22,0.01,0,0.1,0.99,0.12,0,-0.1,0.34,0.38,0
7,0.1,0.25,0.16,0,-0.1,0.46,0.52,0,-0.1,0.49,0.15,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,-0.1,0.2,0.2,0,-0.1,0.5,0.1,0,0.1,0.6,0.5,0
6,0.1,0.3,0.1,0,-0.015,0.34,0.32,0,-0.05,0.5,0.3,0
7,0.1,0.2,0.1,0,-0.1,0.25,0.35,0,-0.1,0.82,0.05,0
5,-0.1,0.28,0.41,0,-0.1,0.49,0.49,0,-0.1,0.12,0.55,0
5,0.05,0.18,0.07,0,-0.1,0.25,0.27,0,0.01,1,0.6,0
5,0.044,0.2,0.1,0,-0.04,0.5,0.2,0,0.02,0.8,0.1,0
6,0.1,0.2,0,0,0.1,-0.1,0.53,0,0.1,0.75,0.47,0
3,0.1,0.2,0.08,0,-0.1,0.58,0.31,0,0.1,-0.05,0.5,0
8,0.02,0.2,0.1,0,-0.02,0.5,0.2,0,-0.02,0.8,0.1,0
4,-0.1,0.24,0.38,0,0.1,0.13,0.59,0,-0.1,0.24,0.52,0
5,-0.1,-0.12,0.45,0,0.1,1,0.28,0,-0.1,0.66,0.13,0
4,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.1,0.25,0.2,0,-0.1,0.39,0.25,0,-0.1,0.49,0.25,0
4,0.025,0.2,0.2,0,-0.005,0.4,0.2,0,0.03,0.7,0.3,0
6,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
6,0.05,0.2,0.1,0,-0.1,0.4,0.2,0,0.1,0.8,0.1,0
6,0.0351,0.2,0.1,0,-0.03999,0.5,0.2,0,0.03,0.8,0.1,0
5,0.1,0.28,0.01,0,-0.1,0.51,0.19,0,0.1,0.8,0.06,0
6,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.6,0.05,0
6,0,0.2,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
5,0.1,0.2,0.2,0,-0.1,0.5,0.2,0,0.1,0.3,0.1,0
5,0.01,0.3,0.3,0,0,0.5,0.2,0,0,0.8,0.1,0
7,0.1,0.26,0.07,0,-0.1,0.42,0.2,0,0.1,0.95,0.43,0
6,0.1,0.35,0.3,0,0.1,0.36,0.3,0,0.1,0.65,0.15,0
6,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.3,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.5,0.32,0,0.1,-0.1,0.5,0
4,-0.02,0.2,0.4,0,-0.02,0.5,0.4,0,0.05,0.75,0.2,0
5,0.1,0.35,0.1,0,-0.1,0.67,0.1,0,0.1,0.9,0.1,0
5,-0.1,0,0.36,0,-0.1,0.47,0.4,0,-0.1,0.44,0.1,0
5,0.01,0.2,0.2,0,-0.1,0.5,0.2,0,0.01,0.8,0.1,0
4,0.04,0.2,0.2,0,-0.1,0.5,0.2,0,0.01,0.8,0.1,0
4,-0.1,0.49,0.55,0,-0.1,0.63,0.13,0,-0.1,0.12,0.53,0
8,0.1,0.2,0.23,0,0.1,0.4,0.23,0,0.1,0.7,0.3,0
6,0.04,0.2,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
4,0.05,0.15,0.2,0,-0.1,0.2,0.47,0,0.07,0.25,0.55,0
5,0.1,0.2,0.1,0,-0.1,0.4,0.1,0,0.1,0.3,0.05,0
5,0.02,0.25,0.25,0,0,0.5,0.2,0,0,0.8,0.1,0
4,0.1,0.3,0.1,0,-0.1,0.5,0.25,0,0.1,0.8,0.5,0
6,0.1,0.28,0.2,0,-0.1,0.46,0.2,0,0.1,1.1,0.18,0
7,0.1,0.3,0.22,0,-0.1,0.35,0.17,0,-0.1,0.6,0.3,0
8,0.1,0.25,0.1,0,-0.1,0.5,0.2,0,-0.1,0.7,0.1,0
6,0.035,0.2,0.15,0,-0.07,0.4,0.15,0,0.01,0.8,0.1,0
5,0.1,0.2,0.1,0,-0.1,0.3,0.275,0,0.1,0.9,0.45,0
4,0.1,0.28,0.08,0,-0.1,0.53,0.38,0,-0.1,0.9,0.11,0
7,-0.01,-0.08,0.56,0,-0.07,0.5,0.56,0,0.1,0.8,0.35,0
5,0.02,0.2,0.2,0,-0.01,0.5,0.1,0,0.02,0.8,0.5,0
7,0.04,0.2,0.1,0,-0.07,0.5,0.2,0,0.04,0.8,0.1,0
6,0.1,-0.2,0,0,0.1,0.24,0,0,0.1,0.84,0.5,0
5,0.1,0.25,0.1,0,-0.1,0.48,0.3,0,-0.1,0.58,0.04,0
5,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.1,0.8,0.24,0
6,-0.1,0.24,0.38,0,-0.1,0.38,0.45,0,0,0.8,0.1,0
8,0.1,0.18,0.1,0,-0.1,0.25,0.3,0,0.1,0.32,0.1,0
5,0.071,0.11,0.11,0,-0.06,0.34,0.23,0,0.045,0.49,0.13,0
6,0.1,0.2,0.07,0,-0.1,0.45,0.15,0,0.1,0.8,0.2,0
4,0.08,0.2,0,0,-0.1,0.4,0,0,0.1,0.82,0.5,0
5,0.041,0.13,0.09,0,-0.058,0.27,0.23,0,0.05,0.29,0.06,0
6,0.1,0.2,0.3,0,-0.1,0.5,0.2,0,0.1,0.6,0.4,0
4,0.1,0.2,0.2,0,-0.1,0.52,0.2,0,0.1,0.62,0.4,0
7,-0.09,0,0.4,0,0.02,0.6,0.59,0,-0.1,0.57,0,0
5,0.1,0.2,0,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.045,0.21,0.11,0,-0.051,0.31,0.21,0,0.041,0.76,0.31,0
6,0.1,-0.15,0.55,0,-0.1,0,0.45,0,-0.1,0.35,0.05,0
5,0.1,-0.1,0.5,0,0.1,0.5,0.2,0,-0.1,0.6,0.4,0
6,0.1,0.2,0.2,0,-0.1,0.5,0.2,0,0.1,0.8,0.1,0
5,0.1,0.3,0.2,0,-0.1,0.5,0.3,0,0.1,0.8,0.1,0
3,0.1,0.35,0.1,0,-0.1,0.35,0.34,0,0.1,0.4,0.05,0
5,0.02,0.2,0.2,0,-0.1,0.5,0.2,0,0.01,0.8,0.1,0
5,0.05,0.26,0.2,0,-0.06,0.42,0.32,0,0.06,0.5,0.28,0
5,0.1,0.21,0.03,0,-0.1,0.37,0.03,0,0.1,0.9,0.4,0
7,-0.04,0.55,0.3,0,0.07,0.07,0.1,0,-0.07,0.07,0.15,0
5,-0.1,0.1,0.46,0,-0.1,0.5,0.1,0,0.1,0.85,0.54,0
5,0.1,0.25,0.1,0,-0.1,0.5,0.3,0,0.1,0.9,0.5,0
5,0.1,0.18,0.17,0,-0.1,0.22,0.13,0,0.1,0.9,0.6,0
5,-0.1,0.49,0.55,0,0.1,0.69,0.49,0,-0.1,0,0.53,0
5,0.1,0.2,0.08,0,-0.1,0.58,0.4,0,0.1,-0.05,0.5,0
6,0.1,-0.16,0.52,0,0.1,0.34,0.17,0,0.1,0.83,0.52,0
3,0.1,0.35,0.1,0,-0.1,0.35,0.31,0,0.1,0.4,0.05,0
4,0.1,0.298,0.1,0,-0.1,0.4,0.35,0,0.1,0.8,0.2,0
4,0.1,0.2,0.02,0,-0.1,0.35,0.28,0,0.1,1,0.6,0
6,0.1,0.19,0.21,0,0.1,-0.09,0.52,0,-0.1,0.42,0.18,0
8,0.1,0.32,0.13,0,-0.1,0.51,0.13,0,0.1,0.98,0.15,0
10,0.06,0.2,0.1,0,-0.1,0.5,0.2,0,-0.02,0.7,0.1,0
6,0.1,0.27,0.03,0,-0.1,0.52,0.18,0,0.1,0.9,0.53,0
4,0.05,0.2,0.16,0,-0.048,0.22,0.1,0,0.1,0.8,0.6,0
6,0.07,0.2,0.1,0,-0.05,0.5,0.2,0,0.1,0.8,0.3,0
7,-0.1,0.2,0.1,0,-0.1,0.5,0.1,0,0.1,0.5,0.2,0
6,-0.1,0.4,0.53,0,0.1,0.67,0.4,0,-0.1,0.5,0,0
7,0.1,0.2,0.1,0,-0.1,0.5,0.1,0,0.1,0.8,0.2,0
5,0.1,0.5,0.55,0,-0.1,0.63,0.42,0,-0.1,0.12,0.52,0
5,-0.1,-0.09,0.21,0,-0.1,0.46,0.21,0,-0.1,0.59,0.09,0
7,0.1,-0.15,0.55,0,-0.1,0.15,0.35,0,-0.1,0.35,0.05,0
6,0.1,0.3,0.2,0,-0.1,0.3,0.1,0,-0.1,0.8,0.1,0
4,-0.1,0.24,0.38,0,0.1,0.07,0.56,0,-0.1,0.24,0.52,0
4,0.1,0.32,0.55,0,-0.1,0.67,0.05,0,-0.1,0.07,0.52,0
5,0.1,0.35,0.2,0,-0.1,0.73,0.41,0,0.1,0.7,0.4,0
5,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.099,0.82,0.2,0
6,0.01,0.275,0.3,0,0.01,0.9,0.4,0,-0.1,0.58,0,0
5,0.1,0.17,0.02,0,-0.1,0.27,0.16,0,-0.1,0.542,0.285,0
6,0.1,0.2,0.05,0,-0.1,0.3,0.45,0,0.1,0.95,0.2,0
5,0.1,0.3,0.3,0,-0.1,0.4,0.4,0,0.1,0.5,0.3,0
4,0.1,0.29,0.2,0,-0.1,0.36,0.23,0,0.093,0.82,0.2,0
6,0.1,0.32,0.16,0,-0.1,0.41,0.14,0,0.1,0.84,0.54,0
5,0.1,0.23,0.11,0,-0.1,0.29,0.25,0,-0.1,0.65,0.11,0
5,0.01,0.2,0.2,0,-0.01,0.5,0.2,0,0,0.8,0.1,0
5,0.04,0.2,0.23,0,-0.1,0.5,0.2,0,0.01,0.8,0.1,0
8,0.1,0.25,0.07,0,-0.1,0.42,0.08,0,0.1,0.65,0.6,0
7,0.1,0.25,0.03,0,-0.1,0.5,0.2,0,0.1,0.92,0.53,0
4,0.1,0.06,0,0,-0.05,0.06,0.34,0,0,0.8,0.1,0
4,0.1,0.3,0.1,0,0,0.5,0.2,0,0,0.8,0.1,0
