runtime,in01,in02,in03,in04
2399,26.8,60,0,20
745,37.97,45,0,19
3503,38.7,60,-10,53.63
4276,37.65,0,0,-56
15471,37,49,0,24.5
566,37.9,150,0,-114.32
4505,38,90,90,42.83
3841,37.7,0,0,-54.3
6056,37.8,50,12.69,15.38
955,37,8,0,23
2461,37.7,82.69,12.69,75
2418,38.22,90,0,99.85
2085,37.8,0,0,-53.6
1262,35,72.32,32.87,26.34
29872,36,90,0,70
1150,37.75,0,0,-50.1
2108,38,110,0,90
2114,38.7,82.69,12.69,84.1
30780,37.9,35.4,0,0
4166,37.9,0,0,-46.07
1970,38.1,-120,0,56.8
810,38,80,10,66.5
1688,18.7,82.69,12.69,84.1
3610,38.1,90,0,101
4459,38.5,87.4,12.69,84.1
2045,38.7,82.69,12.69,74.5
2472,37.3,50,90,15.83
993,38.7,82.69,12.69,73
4207,38.7,82.69,12.69,84.1
1475,38.7,82.69,12.69,84.1
2694,37.9,-30,0,-99.6
6541,38,60,0,41.2
2696,38.09,-120,0,56.75
6177,18,45,0,30
814,37.74,30,0,-30
2310,35,74,0,137
1203,39,82.69,12.69,75.45
6817,38.054,-94.6,0,90.5
1092,38,80,10,66.3
1574,37.5,0,0,-59.5
7787,38.1,82.69,12.69,84.1
9150,38.7,82.69,11,84.1
2478,38.7,82.69,12.69,84.1
3058,38.7,82.69,12.69,74.5
166,0,0,0,0
4262,36,-90,0,97.162
994,37.74,30,0,-7
2379,38.7,74,0,70.5
2471,37.8,85,12.69,75
4375,38.7,74,0,74.23
1146,38.7,82.69,12.69,75.5
1164,37.98,45.5,0,19.09
6649,38.7,48,0,30.5
985,38,150,0,127.2
1342,37.8,60,0,0
2601,39,65,0,110
3357,37.8,90,0,39
3686,34.2,102,79,73
3255,38.7,74,0,70.45
2642,37.9,-30,0,-99.4
1775,38.7,-60,12.69,-150
1869,38.7,60.21,12.69,41.26
1065,35,45,0,45
2857,38.6,-60,0,-134
1037,38.7,150,0,105
1154,37,70,0,105
908,37.6,82.69,12.69,84.1
5773,37.9,0,45,19
769,37.9,90,45,62.9
6705,36,90,90,39
4665,38.7,82.69,12.69,72.6
3138,39,60,12.69,84.1
1088,38,90,90,41.5
1239,38.7,82.69,12.69,84.1
4734,37.7,30,0,-3
1582,38.2,80,12.69,80
1385,38.5,87.46,23.45,89.99
237,30,0,0,180
7026,38.0553,-90,0,101.9558753
2339,38,45,0,-90
3857,38.7,82.69,12.69,75.4
1957,38,-90,0,97.162
1094,30,90,90,90
2452,37.8,82.69,8.5,82
3868,38.7,45,90,16
1252,38,60,0,40.3
4591,37.8,0,0,-51.4
1486,38.05,65,0,54.2
3905,36,90,0,100
1030,37,75,0,105
920,38.5,65.25,23.45,89.99
2334,38,-120,0,65
459,37.7,0,0,-56
30758,37.9,35.2,0,0
2109,17,60,0,25
4758,38,0,0,-48
3435,37.81,0,0,-49.48
2125,37.5,-20,0,-40
998,37.74,31,0,-9
8335,37.3,50,12.69,30
646,38.61,80,0,81.8
6652,38.2,90,0,100.25
732,38,13,30,-88.8
1992,38.055,-95,9,89.9
5628,38.7,74,0,70.95
3107,38.7,82.69,12.69,80
2551,25,90,0,140
991,38.7,82.69,12.69,80.3
1078,38.05,82.69,12.69,-20
1519,38,47,0,23
5019,37.84,-30,0,-104.2
1662,37.9,30,0,-4.7
1553,37.5,0,0,-60.5
4971,38.68,90,0,100.5
6973,38.03,90,0,102.8
4200,30,0,0,0
1132,38.7,33,45,70
9916,38.7,180,90,90
4414,36,45,0,18
3615,38.7,82.69,12.69,75
3407,38.7,82.69,12.69,74.1
1391,38.7,82.69,12.69,76.5
5314,37.8,50,12.69,15.38
1204,39,70,0,58
2712,36,80,0,80
2128,38.7,45,0,50
2916,39,-90,0,-30
3613,25,25,0,20
1834,37.9,32,0,0
996,37.9,-180,-180,20
2898,25,90,0,130
4328,38.3,82.69,12.69,72.8
1104,10,0,-90,0
2988,38.05,82.69,12.69,71.37
3375,20,82.69,12.69,84.1
5695,38.7,82.69,12.69,84.1
1390,37.78,0,0,-49
9770,37.85,110,90,62
17295,38.2,70,0,61
6104,38.1,88,8.1,86
3914,37.9,45.6,0,16.5
2129,38.7,90,12.69,86
2137,37.7,135,90,109
27387,37.9,35.5,0,0
1011,38,83,12.69,67
2134,38.05,-90,0,94
2723,38.38,90,0,102.2
4098,37.8,50,12.69,15.37
1679,37.5,75,0,70
2223,39,75,0,85
1931,38.3,0,0,100
549,29,90,0,75
775,38,82.69,12.69,66.8
7786,38.7,82.69,12.69,84.1
1253,37.95,-118,0,45.7
1737,35,52.69,12.69,84.1
1936,38,90,0,97.162
2924,38,45,0,19.169
30698,38.23,90,0,99.62
1254,39,110,12.69,34.1
9014,38,-45,-90,-30
8981,37.7,50,0,20
16631,37.9,82.69,12.69,72.81
4768,37.7,0,0,-46.5
1098,38,82,12,71
644,37.7,0,0,-65.9
3069,25,82.69,12.69,75.4
827,39,30.25,10.89,79.99
736,28.99,90,0,97.5
4156,38.5,90,0,98.428
2130,38.7,60,0,47.5
26750,25,90,0,105
973,38,82.69,12.69,66.1
1629,38.5,90,0,102.2
1945,38.7,82.69,12.69,90
14469,37.9,36.4,0,0
1136,38.5,33,0,40
2206,39,0,0,-32
983,39,100,0,65
958,35,10,0,-7
3639,39,90,0,95
1284,38,22.69,12.69,-11
2442,32.15,87.46,23.45,89.99
36,25,179,0,0
7752,38.03,90,0,101.3
2448,38,100,0,90
195,39,90,-90,-120
4715,38.7,90,0,82
3817,29.5,-10,-80,-130
4749,37.7,0,0,-55.5
22477,38.7,82.69,12.69,72.5
5866,38.7,90,180,129.5
3399,37.5,5,0,-30
926,38.7,89.89,19.89,82.41
3939,37.6,60,0,47
2686,38.7,82.69,12.69,89
748,31.1,85,0,45
1637,38.7,90,12.69,88.4
1168,38.5,90,0,117.945361
1097,39,116,0,90
6552,38.32,90,0,104.3
928,38.5,90,0,102
12085,38.5,90,0,102.1
7018,38.7,0,0,60
982,37,-42,0,-123.5
5485,38.7,45,12.69,180
918,38,87,12.69,84.1
894,38.7,82.67,12.69,75.4
3694,38,90,0,105
9821,37,0,0,90
74,20,-120,70,84.1
867,30,75,135,180
5743,39,90,0,104
404,39,90,0,101.01
4638,30,90,25,84.1
9949,37.9,36.7,0,0
2548,37.7,92,0,-30
7810,38.3,70,0,65
4655,14,10,-90,0
4885,39,-150,179.98,179.88
1285,38.7,90,0,102
1835,38.5,90,0,103.7687216
3583,38,60,0,41.4
2657,39,45,30,45
918,38.7,89.89,19.89,82.39
11868,37.77,0,0,-49.55
1965,38,80,12,59
6558,38.9,-90,0,150
3570,37.8,0,0,-55.9
902,38.7,90,0,70
6167,38.6,0,90,135
6594,38.5,60,0,15
863,39,0,0,0
1627,38.7,60,-10,54
2247,38,75,0,55
5131,38.1,82.69,0,82.1
4021,37.7,0,0,-44
674,38,0,0,180
1349,38,82.69,12.69,71
2096,37.6,0,0,-63.1
2755,39,-125,70,-170
738,36,89,12.69,84.1
8836,37.5,-43,0,-122.7
1306,38.6,82.69,12.69,84.1
2185,38,70,0,67
2356,38.7,82.69,12.69,-90
2213,38.7,-70,12.69,84.1
14659,29,90,0,80
26939,36,45,0,37
1125,38.7,180,90,170
728,38.7,30,0,105
754,35,90,0,150
5154,38,45,0,26
10192,38.7,101.32,75.3,79.89
3754,38.7,82.69,0,90
4686,38,45,0,20
2724,38.7,72.5,17.5,55.5
3693,38.2,-90,0,97
1008,38,-30,0,-60
2660,37.5,-156.4,0,-20
5836,38.7,82.69,12.69,80
2063,38.2,82.69,0,80
760,38.49,80,0,82.3
2062,38,97.31,-167.31,-10
5705,16.5,80,0,75
2308,38,-70,0,140
1779,22,90,0,96.71
1414,11.2,90,0,84.1
1113,38,13,30,-50
781,38,82.69,12.69,68
11377,38.7,-90,0,120
2923,35,82.69,12.69,70
2775,37,89.7,56,45
6731,38.7,90,12.69,90
383,37.78,0,0,-50.48
10241,38.7,82.69,12.69,80
5372,38.5,90,0,102.1
2983,38.7,170,65,-160
11028,38.22,90,0,99.65
2441,35,82.69,12.69,90
4752,38.7,90,0,101.5
2485,37.9,85,12.69,75
1796,39,45,0,75
4986,31,0,-90,-90
1618,39,90,0,78
8567,38.7,80,0,55
1669,37.8,82.69,12.69,72
1589,38.5,85,90,45.6
5707,38.9,90,0,101.1
3672,38.7,22,78,45
5501,39,0,0,-25
1063,38.7,82.69,12.69,90.9
3113,38.7,82.69,12.69,84.1
5,38.7,60,0,47.1
4,38.7,82.69,12.7,84.1
5,38.7,82.69,12.69,84
4,38.7,82.69,12.69,72
7,26,84,0,25
5,30,82.69,12.69,84.1
4,38.03,90,0,90.5
6,37.8,82.69,12.69,74.5
6,37.8,60.69,12.69,59
5,38.4,90,0,101
6,38.5,90,0,101.325
4,38.7,82.69,12.69,76
4,39,85,0,40
4,33,82.69,12.69,75.25
5,37.69,0,0,-56.9
4,38.5,45,0,15
6,38.7,82.69,12.69,65
6,20,0,0,180
8,37.72,0,0,-52
6,28,-159,135,-135
6,39,50,12.69,84.1
5,37.8,87,90,35
3,37.5,5,0,-25
6,30,82.69,12.69,84.1
4,38.7,90,0,101.6
6,39,85.89,12.69,84.1
6,38.7,45,12.69,84.1
4,38.5,90,0,102.237
4,38.08,-120,0,56.7
6,38.5,86,12.3,90
5,26,78,0,25
4,38.5,87.72,12.69,84.1
6,37.85,150,0,-114.42
4,37.5,-157.2,0,-20
9,38.7,83.5,12.6,83.5
4,37.5,-157.4,0,-20
6,38.7,82.69,20,84.1
6,38,-120,0,52
4,39,119,0,90
4,27,83,0,20
7,38,82.69,12.69,71
8,38,90,0,97.162
6,38,0,0,-60
8,38,88.3,0,100.9
6,37.95,45.5,0,19.74
5,38,84.5,12.69,84.1
4,25,82.69,12.69,84.1
5,38.7,82.69,14,73
6,37.7,0,0,-64
5,38.7,82.69,12.69,80.1
25,38,82.69,12.69,82
6,39,120,0,-150
8,37.6,30,0,-5
4,28,102,0,127.2
5,38.1,-120,0,56.77
8,38.7,82.69,12.69,84.1
5,38,82,12,68
7,37.98,45.1,0,18.99
4,38.7,82.69,12.69,84.1
6,38.38,90,0,102.1
5,20,90,170,-100
4,39,70,0,60
4,38,82,12,72
4,38.03,90,0,91.2
4,38.7,30,0,75.25
4,37.8,60,0,60
4,30,60,0,0
6,39,90,0,30
6,37.9,90,45,63
5,38,55,0,50
4,37.7,30,0,13
4,38.7,82.69,12.69,84.1
4,37.69,0,0,-56.5
4,38,82.69,12.69,73.1
6,26.85,89,0,20
6,38,120,0,-150
5,38.7,60.21,12.69,41.06
5,38.05,68.8,0,59.05
4,38,82.6,12.6,72.5
4,29,0,100,84.1
4,30,82.69,12.69,84.1
4,26,85,0,25
4,35,60,0,19
6,37.8,60.69,12.69,38
5,38.05,-120,0,56.3
4,37.95,-118,0,46.8
4,38,90,0,130
6,37.7,0,0,-66.7
5,30,82.69,12.69,75.4
6,38.7,60,12.69,49
5,37.5,90,0,97.8
4,38,-52,0,-140
8,16.5,80,-80,75
5,37.5,90,0,108
5,26.8,100,0,20
4,37.65,0,0,-60
4,38.2,0,0,100
5,38.7,0,0,75.25
4,36,0,12.69,84.1
6,26.8,105,0,20
7,38,60,0,47.4
5,38.6,180,0,-20
7,27,-145,135,-135
4,37.8,60.69,12.69,59
4,38,0,0,-44
12,37.7,0,0,-55.86
5,27,90,0,14.56
4,37.8,30,0,0
5,38.4,66.4,0,56.52
4,37.8,30,0,-7.6
4,37.5,90,0,102.1
5,38.7,0,0,-21
5,28.5,90,0,97.5
6,28,-146,135,-135
6,38.7,90,90,90
5,38.5,90,0,102.253
6,38.61,80,0,81.8
5,38.7,80,0,77
5,25,135,75,180
7,26.89,90,0,92
5,35,45,0,0
5,38.7,82.69,12.69,74.8
4,34,45,0,25
4,38.7,82.69,12.69,84.1
4,37.65,0,0,-49.7
5,35,76,12.69,84.1
6,37.5,180,90,180
6,38,45,0,19
5,38,0,0,-30
4,36,80,0,50
6,37.7,90,90,41
5,39,0,12.69,84.1
4,36,30,0,12
7,12,130,12.69,84.1
4,29,90,0,94
5,38,-112.5,-10,52.5
7,37.9,10,0,0
7,38,82.69,12.69,82
4,38.3,83.75,14.01,75.5
4,38.7,87.3,12.69,84.1
5,27,79,47,35
4,38.7,90,0,101.5
5,38,60,0,50
6,38.7,82.69,12.69,84.1
5,37.84,-30,0,-103
4,37.83,150,0,-115.7
5,37.9,90,45,62.92
6,38.2,-93.05,0,89.71
6,39,90,0,110
4,37.4,11,0,-49.5
4,39,80,0,120
5,38.09,-120,0,53.1
5,38.7,13,12.69,84.1
7,39,60.1,0,46.7
4,39,53,0,71
4,38,90,0,105
5,37.7,45,45,-4.4
4,26.8,80,0,20
5,38,80,10,66.3
4,37.5,90,90,75
5,37.9,45,0,22
4,37.8,87,90,34.5
6,38.7,90,0,105
7,38.1,82.69,12.69,72.81
4,38.05,65.15,0,53
7,37.75,29.5,0,-13.3
4,37.7,0,0,-49
4,38.7,120,12.69,84.1
4,39,80,0,90
35,38.7,60.21,12.69,40.96
8,37.5,30,0,9
4,38.1,30,0,-5
4,38.7,60.21,12.69,40.86
6,37.5,90,0,106.1
4,39,82.69,12.69,84.1
7,38.5,84,14,77
5,38.1,82.69,12.69,74.4
4,22,90,0,14.56
7,38.03,90,0,93
4,38,65,0,50.8
5,36,82.69,12.69,84.1
6,26.8,88,0,20
4,37.7,30,0,9
4,38.5,90,0,101.431
5,38.7,65,0,58
8,38.7,60,0,47.7
6,38.2,90,0,120
4,38.5,45,0,45
4,37.65,0,0,-49.7
6,37.98,-118,0,45
4,37.79,50,12.69,15.38
6,38.4,60,0,100
6,39,45,0,30
5,39,60.1,0,46.5
8,26.8,88,0,20
5,37.8,50,12.69,15.83
4,38.3,40,10,35
7,37.9,70,0,73
5,37.9,80,0,100
4,39,88,10,50
5,39,88,0,60
5,38,82.5,12.5,72.9
4,38.5,90,0,102.117
6,37.8,0,0,-44
7,37.8,90,0,40
4,25,50,165,-45
6,39,90,0,80
4,38.5,90,0,101.367
5,37.5,90,0,106
6,37.9,0,0,-90
6,24,-30,0,30
4,37.7,30,0,0
4,35,65,0,70
5,38.7,82.69,20,84.1
4,38,90,0,101
6,37.85,110,90,60
6,38,55,0,75
4,38.179,82.69,12.69,97.143
5,38.4,90,0,100
4,39,85,0,60
6,37.78,0,0,-49
5,38.1,30,0,-1
5,37.84,150,0,-115.75
4,25,88,10,86
6,38.7,39,-160,180
4,38.7,82.69,12.69,84.5
4,38.3,82.69,12.69,76.3
4,37.5,-156.6,0,-20
5,38,82.69,12.69,71.1
4,39,90,0,60
5,38,88,30,86
6,27.8,-135,135,-118
4,28.7,91,0,20
4,30,45,60,90
4,28,-148,135,-135
4,38.7,90,0,86
4,37.5,90,0,98.9
5,38.5,90,0,-180
5,31.1,87,0,50
4,37.5,30,0,15
7,37.9,80,10,69
4,39,150,0,120
4,38.1,82.69,12.69,72.79
6,38,87.45,15.43,97.25
4,38.1,85.5,17,73.7
5,38,103,0,127.2
9,37.84,-30,0,-103
4,38.5,90,0,101.315
6,38.7,63,90,56
6,39,70,0,61
4,37.5,90,0,101.9
5,15,30,165,-75
7,38.5,90,0,102.1
6,38,55,0,70
4,37.7,50,12.69,15.83
4,38,82.69,12.69,74.9
4,38.3,83.75,14.01,75.3
4,38,-115,0,53.8
5,37.9,-24,0,-122
4,38,82.69,12.69,74.1
7,35,102,0,127.2
4,38,55,0,70
6,38.7,-90,110,22
4,37.7,30,0,12
8,38.3,82.69,12.69,76.5
7,38,82,12,67.8
4,37.9,30,0,-5.1
6,37.7,30,0,7
5,38.6,90,0,118
3,38.5,90,0,102.183
4,37.5,12.6,27,-30
7,37.7,-30,30,80
7,38,0,0,-60
5,38,60,0,47.6
5,37.77,30.1,0,-9
5,38.7,90,0,103
4,35,120,0,19
5,38,-113.5,0,53.8
6039,38,-120,0,56.6
4,38.5,87.69,12.69,85.1
4,38.03,90,0,91
5,24.65,23,-38,48.1
5,38.7,70,12.69,84.1
5,39,85.89,12.69,84.1
5,26.5,90,0,20
4,38,55,0,70
4,38,-60,100,82
5,38,90,0,150
6,38,60,0,47.4
4,38,30,0,-90
4,38.5,90,0,102.181
4,29,90,0,97
4,39,45,0,45
4,37.7,0,0,-66.9
4,38,82.69,12.69,70.8
5,38,90,0,165
4,38.7,0,10,0
5,38,80,0,95
5,35,30,0,12
7,15,82.69,12.69,84.1
6,30,90,0,75
5,37.9,46,0,18.9
6,27,81,0,20
5,37.7,90,0,-49.3
4,26.8,90,0,20
7,38.7,45,-160,180
5,39,10,12.69,-100
6,26.8,110,0,20
4,38.5,90,0,102.223
4,38,90,0,90
4,38.7,82.69,12.69,88
4,37.69,0,0,-59.8
6,38.7,120.69,-10.11,150.11
7,38.7,82.69,12.69,81
6,38,90,45,63.8
5,38.7,81.69,12.69,84.1
6,38.7,82.69,12.69,84.1
4,38.7,82.69,12.69,84.1
5,38.7,82.69,0,86.05
9,37.85,0,0,30
5,39,110,0,80
5,28.5,90,0,78
6,37.5,90,10,120
5,29,90,0,14.56
4,37.7,-30,30,80
4,38.1,-120,0,57.2
4,37.95,-118,0,46.8
4,38,90,16,106
3,38.1,65,0,59
6,38,45,0,19
1,38.7,82.69,12.69,84.1
6,39,60,0,70
5,35,62.69,0,74.1
4,38.7,82,12,82
4,38.5,90,0,102.135
4,38,40,10,40
4,20,90,0,97.162
6,37,80,0,100
4,38.03,90,0,103.7
6,38.5,90,0,101.417
3,38.7,86.69,12.69,84.1
4,38.7,82.69,12.69,82.6
6,38.7,82,13.1,82
6,37,-42,0,-124.5
5,29.8,90,0,0
8,38.1,90,12.69,87.17
6,38.9,82.69,12.69,77.9
4,38.5,90,0,102.225
4,38.7,60.21,12.69,41.16
7,38.3,84,14,82.5
36,26,75,0,25
6,37,80,0,80
6,37.69,0,0,-57.65
5,36,0,12.69,84.1
4,37.5,-15,0,-89
4,37.7,0,0,-67.6
4,28,-138,135,-135
5,38.6,82.69,12.69,84.1
5,38.7,82.69,12.69,76
4,37,-42,0,-127
5,37.9,-30,0,-100
4,37.69,0,0,-57.7
4,38,90,45,64.7
6,38.575,90,0,97.05
4,38.7,82.69,12.69,72
6,37.5,90,0,99.8
4,35,45,0,0
5,38.7,82.69,12.69,81
4,38.5,87.75,12.69,84.1
6,37.8,0,0,-49.8
8,37.71,0,0,-52
4,37.7,45,45,-9.6
4,38.1,8.5,17.2,73.7
4,27,-132,135,-135
5,37.7,0,0,-51.5
4,38,82.69,12.69,73.7
4,38.7,0,0,-15
5,33,60,0,25
4,38.7,82.69,12.69,75.4
5,38.7,82.69,12.69,83
5,38.7,48,0,28.4
8,37.6,80,30,60
6,38.05,90,13,85
6,38.7,82.69,15,84.1
5,38,13,30,-86
5,37.9,50,0,0
5,36,85,1,70
6,38.5,90,0,102.257
7,38.1,90,0,101.3
6,38,40,0,20
5,30,90,0,45
4,26,35,0,20
5,27,82.69,12.69,84.1
7,37.5,-156.6,0,-20
5,37.5,90,0,97.5
5,38.3,86,16,77.6
6,38.5,90,0,101.441
5,38.3,82.69,12.69,74.5
5,38,13,30,-92
5,38.5,90,0,102.105
4,38,0,30,-4.9
5,38.7,0,0,84.1
5,30,90,0,75
7,37.69,0,0,-56.5
7,38.7,90,12.69,88.5
4,38.7,90,0,94
13,35,82.69,12.69,84.1
7,37.5,12,0,-36
8,37.85,90,12.69,102.32
5,38.5,90,0,102.231
4,38.7,90,0,97.143
5,38.6,82.69,12.69,75.28
4,38,60,0,49
4,26,87,0,20
4,37.7,0,0,-54
5,38.1,65,0,58.5
6,28,-139,135,-135
5,38.5,87.5,12.69,84.1
7,38.7,82.69,12.69,83.9
5,38.7,82.69,12.69,78
4,38.7,90,12.69,88.5
7,39,150,45,135
6,38.7,80,0,83
5,32,45,0,19
4,38,55,0,65
5,38,84.69,12.69,84.1
6,37.69,0,0,-58.4
4,37.5,90,0,101.7
4,39,115,0,140
4,35,80,15,80
5,37.7,0,0,-61
4,38,90,0,103
4,26,61,0,25
4,38.5,90,0,102.233
5,37.8,0,0,-53.2
4,37.5,30,0,4
4,38.3,90,0,92
6,37.7,0,0,-49.3
4,26.9,89,0,20
5,38.1,86.4,17.6,73.7
4,39,90,0,101.4
4,37,30,0,12
5,35,115,-160,180
5,37.92,45.1,0,10.1
6,37.8,0,0,-49.5
7,39,90,90,-90
6,38.7,82.69,12.69,80.1
6,37.7,0,0,-52
4,37.7,87,12.69,84.1
7,38.1,65,0,58.5
6,38,45,0,18.75
8,15,90,-90,0
4,38.7,79.69,12.69,84.1
5,37.7,0,0,-55.86
4,38.7,87.69,12.69,84.15
4,38,-52,0,-160
5,38.7,82.69,12.69,94
5,38,45,0,20
4,38.1,82.69,12.69,72.77
4,38,-135,0,-45
7,38.7,90,0,101.1
5,39,45,0,65
4,38.7,-30,0,90
4,38.6,90,0,108
7,37.7,95,25,100
5,38,70,45,45
4,38.5,30,0,10
6,20,0,0,0
5,37.8,0,0,-53
4,38,80,10,66.8
5,38.7,82.69,12.69,84.1
4,33,54,54,54
7,37.9,60,0,0
6,38.1,150,-60,75
4,38.7,30,56,70
5,38.5,65.15,0,54.9
4,38,82,12,78
5,38.7,180,5,150
8,38,90,45,63.8
4,37.95,80,0,86
4,37.7,0,0,-48.2
8,37.9,0,0,-60
5,38.5,87.7,12.69,84.1
4,37.5,-160,0,0
6,38,90,0,-180
4,37.6,0,0,-49.4
5,38,90,45,64.75
4,39,102,0,130
7,33,60,0,30
4,38.7,80.69,12.69,84.1
4,26.89,90,0,92
5,34.23,55.49,-83.63,93.63
4,38,0,0,-75
5,37.85,-30,0,-100
5,38,75,0,85
5,38.7,82.69,12.69,84
5,38,90,45,63.9
4,38,0,30,-4.1
4,37.75,150,0,-116.3
6,37.77,35,0,-9.1
5,30,18,27,-54
8,37.9,80,0,0
4,26,83,0,25
7,33,60,0,30
6,38.7,82.69,0,71
5,37.9,90,45,15
5,29,102,0,127.2
4,38.7,0,0,-10
5,38.7,82.69,12.69,76
4,38.5,90,0,101.399
4,37.5,90,20,110
7,38.7,90,0,101.8
4,37.69,0,0,-56.3
5,38.05,85,90,35.8
6,37.5,90,0,102.1
4,38.7,63,12.69,105
7,38.5,90,0,102.155
4,38.5,90,0,102.141
4,37.84,150,0,-115.75
4,37.69,0,0,-60
4,38.6,102,0,127.2
6,39,102,0,127.9
4,36.8,0,0,81
5,37.8,-15,0,-73
6,35,45,0,30
4,38,-70,0,180
4,30,90,0,160
5,38.7,82.69,12.69,71
6,37.85,-30,0,-99.5
4,38.05,85,90,35.8
7,31,102,0,127.2
4,37.7,30,0,-30
4,37.69,0,0,-56.4
6,38,82.69,12.69,71.4
7,37.85,110,90,59
6,37.8,-15,0,-74.2
4,37.8,80,0,73
5,39,85,0,100
5,37.8,150,0,-115.7
8,38,82.69,12.69,84
5,38.2,30,0,-5
10,38.7,85,12.69,84.1
5,38,-70,0,180
5,38.7,82.69,12.69,92
9,38,90,45,64.4
4,38.7,82.69,12.69,80.8
6,38.1,82.69,12.69,104.2
7,38.1,65,0,59
6,38.7,81.69,12.69,84.1
4,37.8,50,12.69,15.83
7,37.7,0,0,-55.87
5,28,-162,135,-135
4,27,-136,135,-135
4,37.99,45,0,18.99
4,37.7,30,0,8
5,37.81,-120,0,60
4,38.7,90,0,92
5,39,60,0,60
8,16.5,80,10,75
5,39,90,0,40
5,37.85,-30,0,-99.5
6,38,80,10,70
5,39,60,0,50
4,38,80,10,65
5,37.85,-30,0,-99.5
4,37.9,45,0,0
6,37,90,12.69,120
5,38,85,0,110
7,38,82.69,12.69,71.5
4,37.8,-40,0,-137.7
5,38.4,70,0,63
6,38.05,68.5,0,59.35
5,38.7,82.69,12.69,75.6
4,38,13,30,-91
10,39,48,0,30
5,30,90,-160,180
4,38.5,82.69,12.69,72.5
4,39,90,0,90
4,39,45,0,50
5,39,45,0,35
5,38,60,0,47.6
9,38.7,82.69,50,84.1
5,37.5,90,0,98.7
4,39,82.69,12.69,84.1
6,38,30,0,-180
5,39,90,0,110
6,37.98,45.1,0,19.01
6,32,150,12.69,-90
4,38.7,82.69,12.69,75.6
5,26,56,0,25
4,37.7,80,60,85
5,37.69,0,0,-58
4,38,45,0,23.6
4,38,13,30,30
5,37.8,45,0,19
5,38.5,87.72,12.69,84.1
8,37.5,-157.2,0,-20
4,29,90,0,97.5
8,37.84,-30,0,-103.65
5,38.5,90,0,102.171
4,38.7,82.69,12.69,92
5,37.8,-40,0,-137.98
4,38.5,90,0,101.313
4,35,82.69,12.69,84.1
5,37.98,45.1,0,19.01
7,37.5,-157.6,0,-20
5,38.7,82.69,12.69,84.1
7,39,82,12,78
5,37.8,0,0,81
6,37.75,0,0,-48.8
5,38.5,65.6,0,54.7
4,37.8,32,0,0
5,38,0,0,-90
4,38.7,82.69,12.69,74.4
8,37.7,90,12.69,84.1
5,38.1,82.69,12.69,72.81
5,38.7,82.69,12.69,73
4,38.7,82.69,-12.69,84.1
5,39,45,30,55
4,38.2,82.69,12.69,78.5
5,38.7,82.69,12.69,76.5
7,37.69,0,0,-58.1
5,38.7,48.8,0,30
4,37.6,30,0,-10
5,38,82.69,12.69,69.8
4,38,90,10,120
5,38,-112.5,0,52.5
7,37.7,0,0,-66.7
4,37.7,0,0,-66.9
6,37.6,90,0,116.5
4,29.4,80,118,84.1
6,38.7,82.69,12.69,70
4,26.89,90,0,91
3,35,30,0,0
5,37.7,0,0,-56.4
4,37.5,30,0,5
7,37.6,30,0,-7
7,37.99,45,0,19.02
6,38.8,0,0,37.8
5,38,82,12,67.9
4,38.4,67,0,63
8,38,13,30,-91
14004,38.3,90,0,102
5,38.7,82.69,12.69,70
4,38.3,83.75,14.01,81.4
6,28,82.69,12.69,43
4,38.05,85,90,35.7
4,37.7,0,0,-67.8
5,37.7,88,12.69,84.1
7,26.8,110,0,20
5,38.03,90,0,103.3
4,37.69,0,0,-57.75
6,37.75,29.5,0,-13.3
6,29,90,82.5,180
5,38.1,82.69,12.69,72.78
7,37.65,0,0,-55
5,37.7,30,0,2
4,37.7,0,0,-67.2
5,29,90,0,75
4,37.65,0,0,-49.8
4,38,80,0,100
7,37.85,0,0,0
7,38.5,90,0,101.301
4,39,60,0,50
4,37.85,150,0,-114.8
4,38.05,65,0,53.8
6,37,82.69,12.69,84.1
4,38,60,0,47
7,38.7,82.69,12.69,84.1
4,37.5,30,0,0
6,38.5,90,0,101.415
5,38.3,84.01,14.5,75.1
4,38.2,82.69,12.69,77.5
5,37.9,45,0,24
4,38,0,45,19
6,38.5,90,0,102.217
4,37.8,-40,0,-137.7
4,37.7,0,0,-49
5,38.7,82.69,12.69,75.45
7,38.7,82.69,12.69,74
4,37.7,30,0,0
6,37.75,30,0,-14
6,38.7,82.69,12.69,88
7,18,72,12.69,84.1
5,37.69,0,0,-58.2
7,39,60,0,30
5,38.7,82.69,12.69,83
5,37.74,30,0,-11
5,38.3,83,0,80
5,37.8,0,0,-49.5
4,39,86,12.69,84.1
4,37.85,-30,0,-99
4,36,82.69,12.69,84.1
5,38.7,82.69,12.69,76.63
6,38.6,90,0,106
4,38.4,61,0,63
5,39,90,0,0
4,37.85,110,90,58
4,38.05,60,0,37
6,26.4,90,0,20
7,26,90,0,97.162
10,38.3,90,0,102
7,37.6,90,0,117
6,37.6,50,12.69,15.8
5,37.95,-116,0,46
6,38.03,90,0,94.8
4,38,82.69,12.69,68.8
7,37.7,0,0,-49.7
4,38.7,82.69,90,84.1
6,32,65,12.69,84.1
5,39,90,0,120
4,27,-146,135,-135
6,27,90,0,100
5,37.98,44.5,0,16.3
5,38.1,70,0,60.5
4,38,-60,100,82
4,38.7,82.69,12.69,90.7
7,37.7,0,0,-53
6,38.7,82.69,12.69,72.4
5,38.7,82.69,12.69,84.1
4,38.5,-49,0,-101.43
