runtime,in01,in02
62,-0.5,5
43,-0.5,2.899483
50,-0.5,2.09
60,-0.5,2.84
58,-0.5,8
41,-0.5,2.55542
60,-0.5,3
71,-0.5,2.8995
110,-0.5,10
59,-0.5,5
90,-0.5,6
49,-0.5,5
68,-0.5,5
41,-0.5,4
45,-0.5,2.9
49,-0.5,2.88
44,-0.5,2
80,-0.5,6
49,-0.5,2.8
47,-0.5,2.89665
47,-0.5,5
60,-0.5,7
47,-0.5,2.5
70,-0.5,7
37,-0.5,2.5
62,-0.5,7
70,-0.5,10
52,-0.5,2.892
100,-0.5,8.5
47,-0.5,3
41,-0.5,2.89
84,-0.5,6
37,-0.5,2
58,-0.5,2.835
31,-0.5,2
29,-0.5,2
47,-0.5,4
68,-0.5,10
51,-0.5,2.91
57,-0.5,6
84,-0.5,6
53,-0.5,2.895
65,-0.5,10
63,-0.5,8
80,-0.5,8
53,-0.5,2.89
69,-0.5,7.5
41,-0.5,2.7
69,-0.5,9
79,-0.5,8
59,-0.5,4.1
109,-0.5,7
122,-0.5,9
81,-0.5,3
38,-0.5,2
58,-0.5,5
60,-0.5,6
39,-0.5,4
37,-0.5,2.8977
72,-0.5,8
41,-0.5,2.87
95,-0.5,8
56,-0.5,5
38,-0.5,2.909342712
45,-0.5,4.1
74,-0.5,7
73,-0.5,8.4
74,-0.5,6
67,-0.5,9
48,-0.5,3
94,-0.5,10
45,-0.5,4
57,-0.5,7.5
74,-0.5,5.5
51,-0.5,3
36,-0.5,2
28,-0.5,2.3
46,-0.5,2.897
71,-0.5,9.6
60,-0.5,2.97
40,-0.5,2.5
48,-0.5,4.4
64,-0.5,9
101,-0.5,9.5
86,-0.5,8
39,-0.5,2.2
52,-0.5,5
50,-0.5,2.85
117,-0.5,10
49,-0.5,2.89655
74,-0.5,9
55,-0.5,5
61,-0.5,9
59,-0.5,2.7
78,-0.5,9
51,-0.5,5.2
44,-0.5,2.91678787
77,-0.5,9.5
73,-0.5,9
62,-0.5,2.89705
66,-0.5,10
68,-0.5,4
67,-0.5,9.5
67,-0.5,7
42,-0.5,2
80,-0.5,5
54,-0.5,6
49,-0.5,2.9
92,-0.5,2.7
82,-0.5,9.4
37,-0.5,2.89676
58,-0.5,2.8995
53,-0.5,2.898
126,-0.5,5
80,-0.5,9
71,-0.5,7
62,-0.5,6
58,-0.5,3
82,-0.5,5
36,-0.5,2.1
82,-0.5,7
81,-0.5,7
48,-0.5,2.89944
37,-0.5,2.7
85,-0.5,9
85,-0.5,4
59,-0.5,2.25
47,-0.5,2.8968
94,-0.5,10
83,-0.5,9
41,-0.5,2.89
49,-0.5,2.1
73,-0.5,4
41,-0.5,3
55,-0.5,3.5
80,-0.5,7
49,-0.5,3.1
78,-0.5,7
51,-0.5,2.89
43,-0.5,2.89949
51,-0.5,5.5
51,-0.5,4
57,-0.5,2.95
40,-0.5,2.7
39,-0.5,2.8981107
43,-0.5,2.89686
52,-0.5,3
44,-0.5,2.9
44,-0.5,2.8
42,-0.5,2.5
51,-0.5,2.4
42,-0.5,2.82
42,-0.5,2.896
58,-0.5,2.8944
44,-0.5,4.2
79,-0.5,6
55,-0.5,2.9
67,-0.5,2.4
43,-0.5,2.9
62,-0.5,8
56,-0.5,2.9
34,-0.5,2.5
42,-0.5,2.86
49,-0.5,2.897
82,-0.5,7
37,-0.5,2
52,-0.5,2.9
93,-0.5,3
40,-0.5,3.2
41,-0.5,2.8996
70,-0.5,10
74,-0.5,2.86
104,-0.5,9.5
45,-0.5,2.89695
56,-0.5,2.902
43,-0.5,2.915
75,-0.5,4
39,-0.5,2.1
57,-0.5,5
43,-0.5,4
52,-0.5,2.89721
71,-0.5,2.9
28,-0.5,2.3
77,-0.5,10
65,-0.5,5
40,-0.5,4
57,-0.5,2.88
79,-0.5,9
71,-0.5,8.4
38,-0.5,2.74
50,-0.5,4.2
46,-0.5,3
66,-0.5,2.8968
46,-0.5,3
40,-0.5,2.875
50,-0.5,5.5
97,-0.5,10
47,-0.5,2.85
67,-0.5,10
56,-0.5,2.855
69,-0.5,6
55,-0.5,9
66,-0.5,8.8
66,-0.5,7
51,-0.5,2.895
56,-0.5,6.4
59,-0.5,2.87
58,-0.5,5
39,-0.5,3
40,-0.5,2.886
81,-0.5,7
76,-0.5,5
48,-0.5,3.5
79,-0.5,9
44,-0.5,3.2
55,-0.5,2.89739
39,-0.5,2.90178
49,-0.5,2.8
56,-0.5,7.5
62,-0.5,5.6
78,-0.5,6
40,-0.5,2.89
57,-0.5,2.895
46,-0.5,2.89
46,-0.5,3.4
46,-0.5,2.05
80,-0.5,10
71,-0.5,5
56,-0.5,5
47,-0.5,2.5
65,-0.5,8
46,-0.5,4.6
42,-0.5,2.89723
59,-0.5,6.5
53,-0.5,2.8974
52,-0.5,3.55
65,-0.5,4
49,-0.5,2
61,-0.5,4
95,-0.5,9
71,-0.5,2.899
94,-0.5,7.2
83,-0.5,9
42,-0.5,2.89
45,-0.5,4
55,-0.5,2.892
45,-0.5,3
43,-0.5,2.95
71,-0.5,4.5
59,-0.5,7
104,-0.5,9
54,-0.5,2.8961
40,-0.5,2
40,-0.5,2.89664
54,-0.5,2.9
42,-0.5,3.5
43,-0.5,2.87
57,-0.5,6.5
45,-0.5,2.8
59,-0.5,4
54,-0.5,2
39,-0.5,4.6
46,-0.5,2.7799
37,-0.5,2.7
42,-0.5,2.1
68,-0.5,4.5
48,-0.5,3
45,-0.5,2.901
60,-0.5,2
114,-0.5,7
35,-0.5,2.48
54,-0.5,6.3
40,-0.5,2.89815
46,-0.5,3.5
59,-0.5,6.4
77,-0.5,10
75,-0.5,6
69,-0.5,8
57,-0.5,4
50,-0.5,2.89955
66,-0.5,2.8966
45,-0.5,2.2
2927,-0.5,5
40,-0.5,4
64,-0.5,5.8
43,-0.5,2.9
69,-0.5,3.03
46,-0.5,2.89
65,-0.5,5
65,-0.5,4
38,-0.5,2.91
96,-0.5,8
33,-0.5,3
43,-0.5,2.896999
52,-0.5,5.5
46,-0.5,2.896
57,-0.5,5.6
79,-0.5,5
39,-0.5,2.25
44,-0.5,2.89
48,-0.5,3
45,-0.5,2
39,-0.5,2
53,-0.5,7.5
138,-0.5,10
42,-0.5,2
73,-0.5,9.9
57,-0.5,5
55,-0.5,5
49,-0.5,2
76,-0.5,7
43,-0.5,5
32,-0.5,2.8
43,-0.5,2.89
50,-0.5,2.15
49,-0.5,3
38,-0.5,2.899125
34,-0.5,3
61,-0.5,4
59,-0.5,2.8
70,-0.5,5
45,-0.5,4
58,-0.5,5
80,-0.5,2.87
58,-0.5,5
78,-0.5,7
50,-0.5,4
2693,-0.5,2
40,-0.5,2.89659
41,-0.5,2.8
40,-0.5,2.8
66,-0.5,2.99
61,-0.5,2.2
69,-0.5,7.6
65,-0.5,5
73,-0.5,7.5
53,-0.5,2.8983
86,-0.5,8
49,-0.5,3
48,-0.5,3.2
79,-0.5,2.8
54,-0.5,5.5
41,-0.5,2.883
56,-0.5,2.89
69,-0.5,9
48,-0.5,2.89684
55,-0.5,3.2
39,-0.5,2.82
49,-0.5,2.85
75,-0.5,10
46,-0.5,2.89
40,-0.5,2
42,-0.5,2.2
62,-0.5,3.78
52,-0.5,6
50,-0.5,2.89
42,-0.5,2
41,-0.5,2.89949
46,-0.5,4
48,-0.5,2.9
115,-0.5,3
64,-0.5,5
52,-0.5,3
66,-0.5,2.896
66,-0.5,8.3
45,-0.5,2.5
53,-0.5,2.8905
69,-0.5,10
42,-0.5,2.7
68,-0.5,10
52,-0.5,3.5
42,-0.5,2
29,-0.5,2
56,-0.5,4.5
40,-0.5,2.897
46,-0.5,2.8
40,-0.5,4
36,-0.5,2.9
35,-0.5,2.65
50,-0.5,3.3
50,-0.5,2.77989899
56,-0.5,2.897
64,-0.5,8
47,-0.5,3.5
99,-0.5,8.6
45,-0.5,4
82,-0.5,7
49,-0.5,2.8981106
47,-0.5,6
36,-0.5,2.5
89,-0.5,8.6
57,-0.5,3
70,-0.5,5
48,2.87,4.1
43,-0.5,3.3
99,-0.5,3.5
38,-0.5,3
44,-0.5,2.557
54,-0.5,2.897
48,-0.5,2.97
70,-0.5,9
65,-0.5,2.895
62,-0.5,5
49,-0.5,2.8969
57,-0.5,2.89941
53,-0.5,2.903
63,-0.5,2.89
76,-0.5,9
78,-0.5,9.8
29,-0.5,2.3
64,-0.5,6.5
77,-0.5,2.5
37,-0.5,2.8993
81,-0.5,3
52,-0.5,2.6
35,-0.5,2.89897
59,-0.5,3.5
44,-0.5,2.89731
83,-0.5,7
60,-0.5,5
52,-0.5,3
67,-0.5,5.8
75,-0.5,7
51,-0.5,3.5
71,-0.5,3.44
78,-0.5,7
53,-0.5,3
51,-0.5,3
69,-0.5,7
88,-0.5,8
49,-0.5,4.5
43,-0.5,2
53,-0.5,2.8997
51,-0.5,2.4
41,-0.5,2.909
63,-0.5,2.8936
43,-0.5,2.896937
40,-0.5,2.91678786
95,-0.5,10
59,-0.5,4
50,-0.5,5.5
53,-0.5,5
58,-0.5,6
52,-0.5,5.8
49,-0.5,4
73,-0.5,2.95
94,-0.5,10
37,-0.5,2
41,-0.5,3.5
67,-0.5,6
43,-0.5,2.9
31,-0.5,2
46,-0.5,2.94
60,-0.5,4.7
50,-0.5,2.8968
81,-0.5,6
51,-0.5,2.8954
71,-0.5,6
42,-0.5,3
60,-0.5,5
71,-0.5,8
46,-0.5,2
85,-0.5,6
75,-0.5,8
66,-0.5,8.5
49,-0.5,2.85
82,-0.5,6
40,-0.5,3.2
83,-0.5,5.5
53,-0.5,2.9
84,-0.5,7
48,-0.5,2.896909
40,-0.5,4.8
44,-0.5,2.8948
48,-0.5,2.896932
68,-0.5,6
63,-0.5,2.8901
58,-0.5,2.89707
78,-0.5,7
72,-0.5,10
43,-0.5,4.6
34,-0.5,3
44,-0.5,2.86
66,-0.5,2.89
47,-0.5,2.5
40,-0.5,2.89701
39,-0.5,2
46,-0.5,2.8994375
57,-0.5,2.8995
47,-0.5,4
40,-0.5,4
39,-0.5,2.893
53,-0.5,4.25
42,-0.5,2.9
58,-0.5,2.4
35,-0.5,2.9
54,-0.5,2.9
72,-0.5,8
51,-0.5,2
41,-0.5,3.3
74,-0.5,6
57,-0.5,4.5
57,-0.5,3.6
71,-0.5,7.6
91,-0.5,9.6
70,-0.5,7
40,-0.5,2.95
50,-0.5,2.96
98,-0.5,9
76,-0.5,9.25
58,-0.5,3.5
73,-0.5,6
62,-0.5,5
37,-0.5,2.9
34,-0.5,3.2
50,-0.5,5
86,-0.5,2.9
54,-0.5,5
84,-0.5,7
48,-0.5,3.99
41,-0.5,2.865
57,-0.5,5
52,-0.5,2.8
63,-0.5,4
37,-0.5,2.7
79,-0.5,2.7
83,-0.5,7
37,-0.5,4
66,-0.5,9
53,-0.5,4
53,-0.5,2.4
36,-0.5,3
63,-0.5,9
41,-0.5,2.54
73,-0.5,6
93,-0.5,6
70,-0.5,8
59,-0.5,7.7
78,-0.5,5
82,-0.5,7
79,-0.5,7
41,-0.5,4.9
51,-0.5,2.84
45,-0.5,3.1
45,-0.5,2.85
56,-0.5,6.5
39,-0.5,2.17
53,-0.5,5
44,-0.5,2.89
60,-0.5,2.875
79,-0.5,5
60,-0.5,2.9
54,-0.5,2.89687
69,-0.5,5
73,-0.5,5
83,-0.5,9.5
40,-0.5,2.907
33,-0.5,2.7
38,-0.5,2.91678784
48,-0.5,4
38,-0.5,2.899
61,-0.5,2.8
43,-0.5,4.4
89,-0.5,8
51,-0.5,3.5
73,-0.5,5
40,-0.5,3.5
61,-0.5,3.2
48,-0.5,3
54,-0.5,5.5
29,-0.5,2
52,-0.5,2.7
53,-0.5,4
86,-0.5,8
76,-0.5,8
48,-0.5,2.7
43,-0.5,2
59,-0.5,6.5
45,-0.5,2
73,-0.5,7
45,-0.5,2.87
70,-0.5,8
36,-0.5,2.95
74,-0.5,7
49,-0.5,2.7
69,-0.5,5
42,-0.5,4
43,-0.5,2.91600832
47,-0.5,3
71,-0.5,9
96,-0.5,7
53,-0.5,2.99
69,-0.5,10
80,-0.5,2.8
40,-0.5,2.89925
57,-0.5,2.8
40,-0.5,2.7
65,-0.5,5
45,-0.5,2.8
86,-0.5,8
55,-0.5,5
38,-0.5,2
87,-0.5,2.4
51,-0.5,6.4
49,-0.5,3.5
69,-0.5,7
42,-0.5,2.8
43,-0.5,4
63,-0.5,5
60,-0.5,9
71,-0.5,9
50,-0.5,2.89686
51,-0.5,4.21
40,-0.5,2.899538
45,-0.5,2.1
80,-0.5,3.1
53,-0.5,2.89685
47,-0.5,2.893
45,-0.5,2.7
98,-0.5,8
69,-0.5,8
54,-0.5,3.3
51,-0.5,2.896912
54,-0.5,4
68,-0.5,5
55,-0.5,3
44,-0.5,2.89717
80,-0.5,8.5
51,-0.5,2.2
45,-0.5,3
64,-0.5,3.1018
65,-0.5,3.3
77,-0.5,2.9
58,-0.5,3.24
57,-0.5,3.5
107,-0.5,5
53,-0.5,2.2
50,-0.5,2.89948
86,-0.5,5
81,-0.5,5.5
60,-0.5,5
32,-0.5,2.5
50,-0.5,2.89726
101,-0.5,8.6
64,-0.5,2.4
66,-0.5,6
135,-0.5,3.2
127,-0.5,7
67,-0.5,7
94,-0.5,10
55,-0.5,4
56,-0.5,2.82
63,-0.5,8
55,-0.5,3
69,-0.5,8
45,-0.5,2
76,-0.5,2.895
65,-0.5,3.2
39,-0.5,2
43,-0.5,3.84
49,-0.5,4.5
79,-0.5,9
95,-0.5,7
46,-0.5,3.75
50,-0.5,4.5
54,-0.5,2.8994
40,-0.5,3
65,-0.5,5.2
38,-0.5,2.896501
45,-0.5,3.5
43,-0.5,3
37,-0.5,2.85
61,-0.5,2
38,-0.5,3
45,-0.5,2.904
43,-0.5,2.89942
47,-0.5,4
77,-0.5,3.4
64,-0.5,2.8968
46,-0.5,3
57,-0.5,6
82,-0.5,5
69,-0.5,7
59,-0.5,2.894
64,-0.5,7
59,-0.5,8
77,-0.5,10
41,-0.5,4.5
48,-0.5,4
50,-0.5,2.899545
62,-0.5,2.9
44,-0.5,2.898
45,-0.5,2.558
68,-0.5,8
67,-0.5,6
80,-0.5,5
64,-0.5,7.9
41,-0.5,2.89678
65,-0.5,5
54,-0.2,3
43,-0.5,2.899491
36,-0.5,2.897
55,-0.5,2.898
66,-0.5,10
70,-0.5,2.9
74,-0.5,7.8
58,-0.5,4.5
43,-0.5,2
45,-0.5,2.895
48,-0.5,2.6
51,-0.5,5
59,-0.5,2.915306693
37,-0.5,2.7
62,-0.5,6
40,-0.5,2.94
54,-0.5,3.5
59,-0.5,5
51,-0.5,2.4
60,-0.5,2.91
55,-0.5,4.5
64,-0.5,2.81
78,-0.5,8
62,-0.5,8
65,-0.5,2.895
55,-0.5,6.1
60,-0.5,5.2
75,-0.5,9
44,-0.5,3.5
54,-0.5,4
36,-0.5,4
56,-0.5,3.1
51,-0.5,2
52,-0.5,2.8
34,-0.5,2.8979
59,-0.5,2.87
45,-0.5,2.8767
37,-0.5,3
74,-0.5,2.9
62,-0.5,2.85
41,-0.5,2
56,-0.5,5.5
58,-0.5,4
48,-0.5,7.5
60,-0.5,2.905
51,-0.5,2.89
53,-0.5,3.1
47,-0.5,2.8965
50,-0.5,2.5
61,-0.5,2.901
35,-0.5,4
36,-0.5,4
42,-0.5,2.4
84,-0.5,3.2
53,-0.5,2.6
50,-0.5,4.5
43,-0.5,2.9
49,-0.5,5.9
46,-0.5,2
51,-0.5,4
119,-0.5,8
48,-0.5,2.9
84,-0.5,8
48,-0.5,4
47,-0.5,3.2
82,-0.5,8
38,-0.5,2
66,-0.5,5
74,-0.5,9
24,-0.5,2
79,-0.5,8.5
43,-0.5,3.2
51,-0.5,2.86
56,-0.5,3.5
49,-0.5,4
86,-0.5,9.2
41,-0.5,2.88
63,-0.5,6.7
61,-0.5,7
125,-0.5,7
43,-0.5,2.779898
32,-0.5,2.5
93,-0.5,8
45,-0.5,2
38,-0.5,4
42,-0.5,2.89692
53,-0.5,2.87
38,-0.5,2.55555
83,-0.5,8
37,-0.5,4
36,-0.5,4
41,-0.5,4
65,-0.5,10
44,-0.5,2.8995
41,-0.5,2
64,-0.5,6.5
41,-0.5,2.899553
38,-0.5,2.9
50,-0.5,2.8
36,-0.5,3
65,-0.5,5
54,-0.5,6.5
87,-0.5,6
49,-0.5,2.895
58,-0.5,7.5
38,-0.5,2
41,-0.5,2.897
78,-0.5,3.62
50,-0.5,2.92
33,-0.5,2
55,-0.5,3.5
62,-0.5,2.8
76,-0.5,9
55,-0.5,6.75
42,-0.5,2.8962
49,-0.5,2.06
79,-0.5,8
79,-0.5,8
56,-0.5,7.5
39,-0.5,2.902
64,-0.5,6.6
64,-0.5,2.8995
91,-0.5,7
88,-0.5,8.5
46,-0.5,4
49,-0.5,2.65
53,-0.5,2.89697
45,-0.5,2.898
67,-0.5,5
44,-0.5,2.897
51,-0.5,3.5
41,-0.5,2.89813
45,-0.5,3
35,-0.5,2.6
47,-0.5,2.8969
81,-0.5,9
33,-0.5,2.8
40,-0.5,2.1
38,-0.5,2.899
63,-0.5,7.8
71,-0.5,7
68,-0.5,7
60,-0.5,2.5
68,-0.5,8
40,-0.5,2.898
49,-0.5,2.89815
67,-0.5,9
52,-0.5,2.909342712
39,-0.5,2.898
47,-0.5,3.1
73,-0.5,5
54,-0.5,2.5
54,-0.5,5.7
59,-0.5,7.2
45,-0.5,3.2
41,-0.5,2.551
41,-0.5,2.90454
50,-0.5,2.7
51,-0.5,3.6
41,-0.5,4
90,-0.5,8
86,-0.5,10
82,-0.5,2.2
64,-0.5,9.5
85,-0.5,7
46,-0.5,2.85
52,-0.5,2.95
36,-0.5,2.8
67,-0.5,5.3
36,-0.5,2.3
58,-0.5,2.6
53,-0.5,4
43,-0.5,2.88
63,-0.5,2.899
42,-0.5,2.5
69,-0.5,3
48,-0.5,2
39,-0.5,2.9
34,-0.5,2.8969
44,-0.5,2.89943
44,-0.5,2.896
81,-0.5,2.87
53,-0.5,3.5
39,-0.5,2
52,-0.5,2.1
71,-0.5,7.5
116,-0.5,5
47,-0.5,2.875
76,-0.5,9
59,-0.5,5
76,-0.5,7.1
53,-0.5,4
57,-0.5,2.898
47,-0.5,2.5
57,-0.5,2.8989
54,-0.5,2.2
51,-0.5,2.89729
101,-0.5,2.6
64,-0.5,2.87
72,-0.5,7
50,-0.5,2.97
52,-0.5,2.7
62,-0.5,4.3
83,-0.5,10
66,-0.5,5.5
81,-0.5,5
56,-0.5,6
49,-0.5,2.899
52,-0.5,2.89
50,-0.5,2.8974
41,-0.5,2.8
53,-0.5,9
60,-0.5,3.13
45,-0.5,2.89662
39,-0.5,2.89653
93,-0.5,2
61,-0.5,5
54,-0.5,2
72,-0.5,6
73,-0.5,5
43,-0.5,2.896
80,-0.5,8.5
77,-0.5,6
52,-0.5,5
43,-0.5,2.8996
46,-0.5,2.87
81,-0.5,7
59,-0.5,2
60,-0.5,3.14
44,-0.5,2.5
55,-0.5,2.895
67,-0.5,7
63,-0.5,7
86,-0.5,9
90,-0.5,8.8
72,-0.5,5
40,-0.5,3
38,-0.5,2.91
75,-0.5,7
52,-0.5,4.3
86,-0.5,9
48,-0.5,3.5
43,-0.5,2.84
85,-0.5,2.9
70,-0.5,9.5
54,-0.5,5
41,-0.5,2.897
41,-0.5,2.8967
67,-0.5,7
38,-0.5,2.2
67,-0.5,9.5
114,-0.5,10
60,-0.5,6
50,-0.5,5
46,-0.5,2.89725
99,-0.5,10
51,-0.5,2.7
41,-0.5,2.8
62,-0.5,6
47,-0.5,2.6
44,-0.5,3.91
54,-0.5,2.89811
83,-0.5,10
100,-0.5,5
49,-0.5,4.1
54,-0.5,2.8977
48,-0.5,2.894723
78,-0.5,8.5
37,-0.5,4
82,-0.5,6
81,-0.5,3
64,-0.5,6.5
69,-0.5,4.5
52,-0.5,2.895
39,-0.5,3
41,-0.5,2
64,-0.5,9
73,-0.5,9
66,-0.5,6
51,-0.5,5.1
35,-0.5,2.8985
44,-0.5,2.8981109
80,-0.5,8.8
42,-0.5,2.8962
68,-0.5,9
59,-0.5,3.3
36,-0.5,2.91
65,-0.5,8
76,-0.5,9
41,-0.5,2.5
91,-0.5,10
30,-0.5,2.8982
51,-0.5,2.8992
49,-0.5,4.8
44,-0.5,3
121,-0.5,9
46,-0.5,2.899
60,-0.5,2.89773
57,-0.5,2.899390081
74,-0.5,5
43,-0.5,3.05
68,-0.5,6
41,-0.5,2.899475
57,-0.5,8
70,-0.5,8
39,-0.5,3
61,-0.5,7.5
59,-0.5,2.88
42,-0.5,3
80,-0.5,10
71,-0.5,10
37,-0.5,3.5
44,-0.5,4
83,-0.5,8
54,-0.5,5
43,-0.5,2
46,-0.5,2
67,-0.5,7
39,-0.5,2.8974
49,-0.5,2.9
71,-0.5,2
72,-0.5,9.3
59,-0.5,6.7
75,-0.5,2.896877
64,-0.5,3
47,-0.5,3
46,-0.5,2.884
64,-0.5,7
55,-0.5,2.87
58,-0.5,2.5
105,-0.5,6
42,-0.5,2.83
69,-0.5,5
51,-0.5,2.896
65,-0.5,7
128,-0.5,2.8
57,-0.5,6
63,-0.5,7
50,-0.5,2.8997
46,-0.5,4.13
53,-0.5,6.5
64,-0.5,5
105,-0.5,10
75,-0.5,9
42,-0.5,3
54,-0.5,2.875
54,-0.5,4.5
69,-0.5,5
76,-0.5,9
31,-0.5,2.9
60,-0.5,7
86,-0.5,5
41,-0.5,4
79,-0.5,8.7
61,-0.5,7
45,-0.5,2
52,-0.5,2.6
62,-0.5,9
39,-0.5,2.1
75,-0.5,6
33,-0.5,2.47
55,-0.5,3.5
41,-0.5,3
55,-0.5,2.88
45,-0.5,2.915
93,-0.5,6
50,-0.5,2.89955
55,-0.5,2.899
47,-0.5,4.4
38,-0.5,2.89661
51,-0.5,2.95
59,-0.5,3
49,-0.5,9
47,-0.5,3
37,-0.5,3
49,-0.5,5
45,-0.5,2.93
70,-0.5,6.5
62,-0.5,7.5
100,-0.5,10
33,-0.5,2
49,-0.5,2.9
40,-0.5,2.43
55,-0.5,2.89688
43,-0.5,4.8
87,-0.5,10
51,-0.5,2.89
65,-0.5,2.89
49,-0.5,2.5
74,-0.5,7
33,-0.5,4
64,-0.5,7
63,-0.5,6
44,-0.5,2.9
43,-0.5,2.85
46,-0.5,3.5
53,-0.5,2.8
74,-0.5,8
70,-0.5,5
59,-0.5,3.5
32,-0.5,2.53
63,-0.5,4
41,-0.5,2.8971
42,-0.5,2.8
85,-0.5,9
73,-0.5,5
77,-0.5,7
58,-0.5,8.5
43,-0.5,2.84
42,-0.5,2.899495
49,-0.5,3
47,-0.5,2.9
71,-0.5,9
71,-0.5,9.3
116,-0.5,9
92,-0.5,6
38,-0.5,2.89985
43,-0.5,2.8
94,-0.5,8
58,-0.5,6
42,-0.5,3
79,-0.5,3.42
104,-0.5,8.4
42,-0.5,3
48,-0.5,2.899487
34,-0.5,2.8
49,-0.5,2.89942
70,-0.5,2.62
82,-0.5,8
58,-0.5,4.5
54,-0.5,4.5
74,-0.5,8
70,-0.5,2.5
73,-0.5,5
54,-0.5,2.92
54,-0.5,2.89
72,-0.5,9
43,-0.5,2.7
47,-0.5,2.9
51,-0.5,4.4
48,-0.5,2.6
41,-0.5,2.7
64,-0.5,10
50,-0.5,5
49,-0.5,4
47,-0.5,2.5
34,-0.5,2
74,-0.5,7
46,-0.5,4
40,-0.5,2.16
73,-0.5,8
51,-0.5,2.95
46,-0.5,2.5
79,-0.5,2.8
53,-0.5,2.89675
35,-0.5,2.882
96,-0.5,10
56,-0.5,2.5
67,-0.5,2.899
73,-0.5,2.9
59,-0.5,5
36,-0.5,2.9
57,-0.5,2.9
51,-0.5,7.5
57,-0.5,5.4
78,-0.5,5
80,-0.5,9
78,-0.5,5
69,-0.5,7
31,-0.5,2.32
60,-0.5,5.5
49,-0.5,2.9
61,-0.5,3.17
75,-0.5,6
77,-0.5,10
59,-0.5,4.5
83,-0.5,7
83,-0.5,7
52,-0.5,2.9
52,-0.5,2.89995
46,-0.5,2.8
58,-0.5,6
57,-0.5,4
64,-0.5,8.5
58,-0.5,2.9
59,-0.5,8
34,-0.5,2.8
63,-0.5,6
68,-0.5,10
42,-0.5,2
62,-0.5,6.9
59,-0.5,2.9
77,-0.5,5
26,-0.5,2
73,-0.5,8.9
47,-0.5,5.8
57,-0.5,2.896996
49,-0.5,4
38,-0.5,3
47,-0.5,2.893
39,-0.5,2.8
67,-0.5,2.89685
47,-0.5,2.8993
76,-0.5,10
59,-0.5,3
38,-0.5,2.87
53,-0.5,4
37,-0.5,3
40,-0.5,2.5
41,-0.5,2.89687
54,-0.5,5.9
44,-0.5,2.9
52,-0.5,3.98
59,-0.5,9
61,-0.5,8.3
45,-0.5,2.891
39,-0.5,2.8999
43,-0.5,3.4
135,-0.5,9.2
45,-0.5,2.897
90,-0.5,10
40,-0.5,2.75
60,-0.5,2.89736
72,-0.5,7.5
67,-0.5,9.5
66,-0.5,2.89
77,-0.5,10
94,-0.5,8
60,-0.5,5
78,-0.5,8
66,-0.5,5
74,-0.5,2.8963
49,-0.5,2.89691
77,-0.5,8.2
90,-0.5,10
54,-0.5,3.5
78,-0.5,10
47,-0.5,2.8
51,-0.5,4
65,-0.5,4
76,-0.5,8
59,-0.5,5
77,-0.5,5
81,-0.5,9
62,-0.5,5
46,-0.5,2.89939009
79,-0.5,6
38,-0.5,2.9
84,-0.5,6
40,-0.5,2.8
73,-0.5,5
48,-0.5,3
63,-0.5,2.98
91,-0.5,8
50,-0.5,3.3
39,-0.5,2.8
71,-0.5,5
49,-0.5,3
43,-0.5,2.2
53,-0.5,2.5
46,-0.5,2.9
45,-0.5,3
70,-0.5,6.6
33,-0.5,2
52,-0.5,2.8967
76,-0.5,9
75,-0.5,6
66,-0.5,3
54,-0.5,5
43,-0.5,4
66,-0.5,9
52,-0.5,5.5
69,-0.5,9.4
59,-0.5,6
66,-0.5,2
32,-0.5,2
45,-0.5,2.8975
56,-0.5,2.85
34,-0.5,2
63,-0.5,7
74,-0.5,5
56,-0.5,2.88
48,-0.5,2.5
55,-0.5,2.9
65,-0.5,3.9
123,-0.5,5
48,-0.5,2.25
46,-0.5,2.88
81,-0.5,9
37,-0.5,2.46
41,-0.5,2
75,-0.5,9.2
49,-0.5,3
47,-0.5,2.898
52,-0.5,5
55,-0.5,2.899555
47,-0.5,2.899
49,-0.5,2.5
51,-0.5,4
30,-0.5,2.906
42,-0.5,2.5
48,-0.5,2.8
58,-0.5,2.896
45,-0.5,4.1
72,-0.5,7
54,-0.5,2.8
74,-0.5,5
39,-0.5,3.7
67,-0.5,3.12
61,-0.5,7
112,-0.5,9.5
55,-0.5,5
87,-0.5,10
67,-0.5,6
71,-0.5,7.3
36,-0.5,2.56
65,-0.5,5
107,-0.5,10
90,-0.5,8
49,-0.5,2.905
46,-0.5,2.8992
80,-0.5,7
36,-0.5,2.7
42,-0.5,2.7
43,-0.5,2.4
36,-0.5,2.8991875
40,-0.5,2.896927
57,-0.5,2.9
48,-0.5,6.2
85,-0.5,10
57,-0.5,4
99,-0.5,10
41,-0.5,2.5
40,-0.5,4
47,-0.5,2.8998
105,-0.5,2.885
51,-0.5,2.8974
68,-0.5,6
59,-0.5,9
46,-0.5,2.89995
54,-0.5,2
56,-0.5,5.3
49,-0.5,2.95
39,-0.5,2.85
36,-0.5,2.38
82,-0.5,2.85
50,-0.5,2
62,-0.5,8.5
66,-0.5,3
42,-0.5,3
61,-0.5,7
67,-0.5,5
44,-0.5,2.893
43,-0.5,2.893
62,-0.5,2.895
75,-0.5,5
46,-0.5,2.85
70,-0.5,7.5
46,-0.5,2.89699
92,-0.5,8.9
66,-0.5,8
49,-0.5,5
85,-0.5,7
53,-0.5,2.2
71,-0.5,2.8964
36,-0.5,4
